mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__subsample,param_model__reg_lambda,param_model__reg_alpha,param_model__num_leaves,param_model__n_estimators,param_model__min_child_samples,param_model__max_depth,param_model__learning_rate,param_model__colsample_bytree,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_neg_mae,split1_test_neg_mae,split2_test_neg_mae,split3_test_neg_mae,split4_test_neg_mae,mean_test_neg_mae,std_test_neg_mae,rank_test_neg_mae,split0_test_neg_rmse,split1_test_neg_rmse,split2_test_neg_rmse,split3_test_neg_rmse,split4_test_neg_rmse,mean_test_neg_rmse,std_test_neg_rmse,rank_test_neg_rmse
0.0940882682800293,0.051630031713387675,0.005953073501586914,0.001558336027938074,0.7,0.1,0.0,31,400,10,10,0.03,0.7,"{'model__subsample': 0.7, 'model__reg_lambda': 0.1, 'model__reg_alpha': 0.0, 'model__num_leaves': 31, 'model__n_estimators': 400, 'model__min_child_samples': 10, 'model__max_depth': 10, 'model__learning_rate': 0.03, 'model__colsample_bytree': 0.7}",-0.15931183161916485,0.24219808799983855,-0.038076922045011674,-0.17310405717026267,0.2776088427713582,0.029862823987351517,0.1939395619404216,7,-0.7364289485154561,-0.6335383207432099,-0.6847968384879124,-0.6458191111442109,-0.6321490669903647,-0.6665464571762307,0.03979693307205824,5,-0.9445786243250781,-0.8116714716157136,-0.8722485769696353,-0.8177187115846515,-0.8140911416691199,-0.8520617052328398,0.05141880199022461,5
0.05260844230651855,0.029795299902912332,0.0033378124237060545,0.00147297975399546,1.0,1.0,1.0,31,400,20,-1,0.02,0.7,"{'model__subsample': 1.0, 'model__reg_lambda': 1.0, 'model__reg_alpha': 1.0, 'model__num_leaves': 31, 'model__n_estimators': 400, 'model__min_child_samples': 20, 'model__max_depth': -1, 'model__learning_rate': 0.02, 'model__colsample_bytree': 0.7}",-2.7764989575018717e-05,0.11188632303696466,0.17567189878167044,-0.1355461740444961,0.22932578729040864,0.07626201401499452,0.13058543117938892,2,-0.7070402795335926,-0.6990118073703342,-0.6137131536445718,-0.6351033881983789,-0.619860676836622,-0.6549458611166998,0.039951135409111695,2,-0.8772916751617568,-0.8786920812312703,-0.7772765295916644,-0.8045222628751059,-0.8408571709202074,-0.835727943956001,0.03997532285227164,2
0.06478447914123535,0.03542780746385639,0.006697607040405273,0.0031343950757457464,1.0,1.0,0.01,15,400,20,10,0.02,1.0,"{'model__subsample': 1.0, 'model__reg_lambda': 1.0, 'model__reg_alpha': 0.01, 'model__num_leaves': 15, 'model__n_estimators': 400, 'model__min_child_samples': 20, 'model__max_depth': 10, 'model__learning_rate': 0.02, 'model__colsample_bytree': 1.0}",-2.7764989575018717e-05,0.050214291048822246,0.12067296653904314,-0.1709866129504478,0.17874352337030408,0.03572328060362932,0.11990691866563165,5,-0.7070402795335926,-0.7230404051691132,-0.6356002581067152,-0.6462655773325205,-0.65425782861479,-0.6732408697513463,0.035006375780160144,9,-0.8772916751617568,-0.9086889538735339,-0.8027877078632059,-0.8169803901292828,-0.8680129855180168,-0.8547523425091592,0.03929393809579149,6
0.01844367980957031,0.01278615209043512,0.0051686763763427734,0.0014182803111283107,0.85,5.0,0.01,127,200,40,4,0.05,0.85,"{'model__subsample': 0.85, 'model__reg_lambda': 5.0, 'model__reg_alpha': 0.01, 'model__num_leaves': 127, 'model__n_estimators': 200, 'model__min_child_samples': 40, 'model__max_depth': 4, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.85}",-2.7764989575018717e-05,-0.018505788767342768,0.12174280743948629,0.03711217416567114,0.1728203007074286,0.06262834571113365,0.07320710010290912,4,-0.7070402795335926,-0.7144636999858018,-0.622940292378685,-0.6022991677010804,-0.6385544102172426,-0.6570595699632805,0.045384079078094025,3,-0.8772916751617568,-0.9409882148947177,-0.8022991998997386,-0.7408384512797799,-0.8711375861188578,-0.8465110254709701,0.06870405179125218,4
0.08774933815002442,0.05256213676977167,0.006279373168945312,0.0006504376010768269,0.85,0.0,0.1,63,600,20,8,0.02,0.7,"{'model__subsample': 0.85, 'model__reg_lambda': 0.0, 'model__reg_alpha': 0.1, 'model__num_leaves': 63, 'model__n_estimators': 600, 'model__min_child_samples': 20, 'model__max_depth': 8, 'model__learning_rate': 0.02, 'model__colsample_bytree': 0.7}",-2.7764989575018717e-05,0.020384163045987447,0.10554378049905999,-0.21376881168656214,0.24165577520789483,0.03075742841536102,0.14894262385468907,6,-0.7070402795335926,-0.7325483360798271,-0.6378311870702023,-0.6401012597328865,-0.6244013566370625,-0.6683844838107141,0.04307953264116372,6,-0.8772916751617568,-0.9228483332855688,-0.8096644025260608,-0.8317707697583164,-0.8341036283647426,-0.855135761819289,0.0403281411380391,7
0.020485115051269532,0.011884044297166116,0.0043776512145996095,0.0008430358429488717,0.7,1.0,0.01,15,200,40,6,0.03,1.0,"{'model__subsample': 0.7, 'model__reg_lambda': 1.0, 'model__reg_alpha': 0.01, 'model__num_leaves': 15, 'model__n_estimators': 200, 'model__min_child_samples': 40, 'model__max_depth': 6, 'model__learning_rate': 0.03, 'model__colsample_bytree': 1.0}",-2.7764989575018717e-05,-0.018505788767342768,0.19595762464966515,0.09007659255511258,0.20620527600507732,0.09474118789058746,0.09433641991426972,1,-0.7070402795335926,-0.7144636999858018,-0.5991396713621768,-0.590044178590068,-0.6227177598582722,-0.6466811178659823,0.053441334918338794,1,-0.8772916751617568,-0.9409882148947177,-0.767653033558754,-0.7201750739779648,-0.8533769780844281,-0.8318969951355243,0.0787807528993362,1
0.058853960037231444,0.03318139546805255,0.004654550552368164,0.0011004884536635223,0.7,1.0,1.0,63,400,20,4,0.02,0.85,"{'model__subsample': 0.7, 'model__reg_lambda': 1.0, 'model__reg_alpha': 1.0, 'model__num_leaves': 63, 'model__n_estimators': 400, 'model__min_child_samples': 20, 'model__max_depth': 4, 'model__learning_rate': 0.02, 'model__colsample_bytree': 0.85}",-2.7764989575018717e-05,0.08643312147242765,0.16873921407349302,-0.12309454551234089,0.2111260322679399,0.06863521146238893,0.1200967235174723,3,-0.7070402795335926,-0.7076978994679369,-0.6122215561865815,-0.6339994619686596,-0.633837521255511,-0.6589593436824563,0.04031313842806769,4,-0.8772916751617568,-0.8911947231292091,-0.7805381743161369,-0.8000991818153219,-0.8507278119553016,-0.8399703132755452,0.04302193454727829,3
0.06987018585205078,0.03738714090191766,0.0029449462890625,0.0024331471555695434,0.7,1.0,1.0,63,600,20,-1,0.05,1.0,"{'model__subsample': 0.7, 'model__reg_lambda': 1.0, 'model__reg_alpha': 1.0, 'model__num_leaves': 63, 'model__n_estimators': 600, 'model__min_child_samples': 20, 'model__max_depth': -1, 'model__learning_rate': 0.05, 'model__colsample_bytree': 1.0}",-2.7764989575018717e-05,0.019862267157056746,0.10034706089666257,-0.2766723242357607,0.1931765536921225,0.0073371585041012155,0.15751801768554816,9,-0.7070402795335926,-0.7304771182363984,-0.6276135156858398,-0.6742288324265919,-0.6293883833258382,-0.6737496258416522,0.04104379649457359,10,-0.8772916751617568,-0.9230941268927594,-0.8120130390584416,-0.8530517715115169,-0.8603518040256898,-0.8651604833300329,0.036049599173552306,9
0.07376279830932617,0.05416671964356444,0.005177116394042969,0.0024279414157579583,0.85,1.0,0.01,127,400,20,-1,0.03,0.85,"{'model__subsample': 0.85, 'model__reg_lambda': 1.0, 'model__reg_alpha': 0.01, 'model__num_leaves': 127, 'model__n_estimators': 400, 'model__min_child_samples': 20, 'model__max_depth': -1, 'model__learning_rate': 0.03, 'model__colsample_bytree': 0.85}",-2.7764989575018717e-05,0.024424655336127366,0.058832059792449876,-0.26649799078738523,0.25700951164551367,0.014748094199426132,0.167359082559632,8,-0.7070402795335926,-0.7268821419217487,-0.6517889645072545,-0.6551428889540656,-0.624010820907611,-0.6729730191648545,0.03802826927090103,7,-0.8772916751617568,-0.920943191357804,-0.8305371514742427,-0.8496458096362307,-0.8256166554407228,-0.8608068966141514,0.035120655678579964,8
0.0313755989074707,0.024237255946522582,0.005453062057495117,0.002103770170147881,1.0,5.0,0.01,127,400,40,10,0.05,0.85,"{'model__subsample': 1.0, 'model__reg_lambda': 5.0, 'model__reg_alpha': 0.01, 'model__num_leaves': 127, 'model__n_estimators': 400, 'model__min_child_samples': 40, 'model__max_depth': 10, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.85}",-2.7764989575018717e-05,-0.018505788767342768,-0.03349372597989664,-0.07631646550768867,0.12699011524790826,-0.0002707259993189659,0.06843189385694697,10,-0.7070402795335926,-0.7144636999858018,-0.6762234374969972,-0.621179764637428,-0.6460287083490478,-0.6729871780005735,0.03549973560709852,8,-0.8772916751617568,-0.9409882148947177,-0.8703209218710521,-0.7832594789188673,-0.8949451093358303,-0.8733610800364449,0.05134645139363877,10
