mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_neg_mae,split1_test_neg_mae,split2_test_neg_mae,split3_test_neg_mae,split4_test_neg_mae,mean_test_neg_mae,std_test_neg_mae,rank_test_neg_mae,split0_test_neg_rmse,split1_test_neg_rmse,split2_test_neg_rmse,split3_test_neg_rmse,split4_test_neg_rmse,mean_test_neg_rmse,std_test_neg_rmse,rank_test_neg_rmse
0.008927249908447265,0.005871616819239872,0.0034743785858154298,0.0020640434533747156,{},-1.4454896990984203,-0.4265445470602238,-0.6725078415340915,-0.32537271810687907,0.19016974014707078,-0.5359490131305088,0.534691075319072,1,-0.9504607893619526,-0.9062014132028415,-0.9384409217898844,-0.6952955997912439,-0.6508413592491661,-0.8282480166790178,0.12830014608717857,1,-1.2062307640811623,-1.114048397377783,-1.1241017947342187,-0.848736331512697,-0.8434770661822474,-1.0273188707776215,0.15138556282983273,1
