mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_neg_mae,split1_test_neg_mae,split2_test_neg_mae,split3_test_neg_mae,split4_test_neg_mae,mean_test_neg_mae,std_test_neg_mae,rank_test_neg_mae,split0_test_neg_rmse,split1_test_neg_rmse,split2_test_neg_rmse,split3_test_neg_rmse,split4_test_neg_rmse,mean_test_neg_rmse,std_test_neg_rmse,rank_test_neg_rmse
0.057494831085205075,0.01271323389366082,0.004604482650756836,0.0004863248734914257,{},-1.5040110636320145,-3.77076195363529,0.11402014116617343,0.28631765067112047,0.4925900424328927,-0.8763690365994237,1.6110993072148811,1,-1.636666782641346,-2.117117265551299,-1.3409018674493849,-1.2155748073039434,-0.916734670845588,-1.4453990787583122,0.40767967232417446,1,-1.9358063428525702,-2.811781869542881,-1.716303866681179,-1.5079779735596666,-1.1451614341556025,-1.8234062973583796,0.5586594838522874,1
