mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__subsample,param_model__reg_lambda,param_model__reg_alpha,param_model__num_leaves,param_model__n_estimators,param_model__min_child_samples,param_model__max_depth,param_model__learning_rate,param_model__colsample_bytree,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_neg_mae,split1_test_neg_mae,split2_test_neg_mae,split3_test_neg_mae,split4_test_neg_mae,mean_test_neg_mae,std_test_neg_mae,rank_test_neg_mae,split0_test_neg_rmse,split1_test_neg_rmse,split2_test_neg_rmse,split3_test_neg_rmse,split4_test_neg_rmse,mean_test_neg_rmse,std_test_neg_rmse,rank_test_neg_rmse
0.09439477920532227,0.053899390326598164,0.007412481307983399,0.004688268483797276,0.7,0.1,0.0,31,400,10,10,0.03,0.7,"{'model__subsample': 0.7, 'model__reg_lambda': 0.1, 'model__reg_alpha': 0.0, 'model__num_leaves': 31, 'model__n_estimators': 400, 'model__min_child_samples': 10, 'model__max_depth': 10, 'model__learning_rate': 0.03, 'model__colsample_bytree': 0.7}",-0.3322793707292797,0.42434848096170497,-0.2657603436754439,-0.1883387776544707,0.3932555221987356,0.006245102220249254,0.33197474849051883,8,-0.8250602755821707,-0.48606476308515706,-0.6529898160069375,-0.6573165852472523,-0.5658164036280101,-0.6374495687099054,0.11303330896594337,5,-1.0030327688563152,-0.6334079134056969,-0.8530632314750491,-0.8185071795729119,-0.6949401919014785,-0.8005902570422903,0.12897230093042664,6
0.05187931060791016,0.030403557094399125,0.0035259246826171873,0.0014103521490819938,1.0,1.0,1.0,31,400,20,-1,0.02,0.7,"{'model__subsample': 1.0, 'model__reg_lambda': 1.0, 'model__reg_alpha': 1.0, 'model__num_leaves': 31, 'model__n_estimators': 400, 'model__min_child_samples': 20, 'model__max_depth': -1, 'model__learning_rate': 0.02, 'model__colsample_bytree': 0.7}",-0.0021828180841001465,0.18453911416756508,0.043899664501066527,-0.16028884606632854,0.35553367232690514,0.0843001573690216,0.17467155095502263,2,-0.7173731339032653,-0.6054231582133799,-0.570051297624494,-0.6479200382637835,-0.5913792576688838,-0.6264293771347613,0.0521169365334199,3,-0.8699432972200296,-0.7538852124882459,-0.7414079118710342,-0.8087893376860867,-0.7162170067379099,-0.7780485532006611,0.05502578228170979,2
0.060566377639770505,0.0373352788453773,0.005237197875976563,0.001941187073031813,1.0,1.0,0.01,15,400,20,10,0.02,1.0,"{'model__subsample': 1.0, 'model__reg_lambda': 1.0, 'model__reg_alpha': 0.01, 'model__num_leaves': 15, 'model__n_estimators': 400, 'model__min_child_samples': 20, 'model__max_depth': 10, 'model__learning_rate': 0.02, 'model__colsample_bytree': 1.0}",-0.0021828180841001465,0.14489088590361843,-0.030588268706827515,-0.22426043459605305,0.3241300686552674,0.04239788663438102,0.18346602719390562,5,-0.7173731339032653,-0.6277898336593215,-0.5915244240951358,-0.6650776400248409,-0.5999876838387987,-0.6403505431042724,0.0462921819378771,6,-0.8699432972200296,-0.7719948888970691,-0.7697471298488673,-0.8307861843022156,-0.733459395997191,-0.7951861792530746,0.04868503671624204,5
0.020119762420654295,0.00965478628274961,0.003582620620727539,0.0017638317769368044,0.85,5.0,0.01,127,200,40,4,0.05,0.85,"{'model__subsample': 0.85, 'model__reg_lambda': 5.0, 'model__reg_alpha': 0.01, 'model__num_leaves': 127, 'model__n_estimators': 200, 'model__min_child_samples': 40, 'model__max_depth': 4, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.85}",-0.0021828180841001465,-0.02807403425632682,0.06370323314042525,0.0223194511728535,0.26221796046878554,0.06359675848832747,0.10381203807720063,4,-0.7173731339032653,-0.6271926707591113,-0.5863607356206538,-0.5608410051640126,-0.6227960589491357,-0.6229127208792358,0.05316022334006038,2,-0.8699432972200296,-0.8464783456306445,-0.7336893969291874,-0.7424220227637598,-0.7663171639464837,-0.791770045298021,0.05578618763354927,4
0.09129037857055664,0.06027130043198574,0.003538084030151367,0.0015908826695227606,0.85,0.0,0.1,63,600,20,8,0.02,0.7,"{'model__subsample': 0.85, 'model__reg_lambda': 0.0, 'model__reg_alpha': 0.1, 'model__num_leaves': 63, 'model__n_estimators': 600, 'model__min_child_samples': 20, 'model__max_depth': 8, 'model__learning_rate': 0.02, 'model__colsample_bytree': 0.7}",-0.0021828180841001465,0.07188241542076323,-0.1040823344331483,-0.22977492806078859,0.31450111843773954,0.010068690656093148,0.18286911006993736,7,-0.7173731339032653,-0.6496677801426157,-0.6137165328579414,-0.6701944405309612,-0.6037210171400414,-0.650934580914965,0.040990076860888146,9,-0.8699432972200296,-0.8042760899827348,-0.7967209028759862,-0.8326551565514686,-0.7386656250866905,-0.8084522143433819,0.043340898487164596,8
0.01751818656921387,0.009559187847177701,0.002540874481201172,0.00209060133725283,0.7,1.0,0.01,15,200,40,6,0.03,1.0,"{'model__subsample': 0.7, 'model__reg_lambda': 1.0, 'model__reg_alpha': 0.01, 'model__num_leaves': 15, 'model__n_estimators': 200, 'model__min_child_samples': 40, 'model__max_depth': 6, 'model__learning_rate': 0.03, 'model__colsample_bytree': 1.0}",-0.0021828180841001465,-0.02807403425632682,0.11979500858197234,0.12310645576653301,0.30424674496155446,0.10337827139392657,0.1178386239434977,1,-0.7173731339032653,-0.6271926707591113,-0.5657144700915024,-0.5367502497713148,-0.6043560904299682,-0.6102773229910323,0.061939940353392106,1,-0.8699432972200296,-0.8464783456306445,-0.711373027599016,-0.7031140802314615,-0.7441699638857555,-0.7750157429133815,0.06969913994677138,1
0.05585455894470215,0.032694779705842086,0.004639863967895508,0.002019650372366211,0.7,1.0,1.0,63,400,20,4,0.02,0.85,"{'model__subsample': 0.7, 'model__reg_lambda': 1.0, 'model__reg_alpha': 1.0, 'model__num_leaves': 63, 'model__n_estimators': 400, 'model__min_child_samples': 20, 'model__max_depth': 4, 'model__learning_rate': 0.02, 'model__colsample_bytree': 0.85}",-0.0021828180841001465,0.16079586301618165,0.01212725679138571,-0.1576559685292407,0.3833282447741402,0.07928251559367334,0.1824140925890332,3,-0.7173731339032653,-0.6154112402021439,-0.5815659204387947,-0.6507791398505959,-0.5803499477671455,-0.6290958764323891,0.051157735770823325,4,-0.8699432972200296,-0.764781661255538,-0.7536261895201776,-0.8078711815435649,-0.7006022735763301,-0.779364920623128,0.05673756695697306,3
0.0706169605255127,0.0402690355152879,0.0052608013153076175,0.003094843816386465,0.7,1.0,1.0,63,600,20,-1,0.05,1.0,"{'model__subsample': 0.7, 'model__reg_lambda': 1.0, 'model__reg_alpha': 1.0, 'model__num_leaves': 63, 'model__n_estimators': 600, 'model__min_child_samples': 20, 'model__max_depth': -1, 'model__learning_rate': 0.05, 'model__colsample_bytree': 1.0}",-0.0021828180841001465,0.0128437260315164,-0.05905562528681907,-0.2669250997426238,0.31804916366397895,0.0005458693163904682,0.18764865167892433,9,-0.7173731339032653,-0.6739464955531943,-0.6050740301791079,-0.6759125261956663,-0.604591418450973,-0.6553795208564414,0.04408995045242277,10,-0.8699432972200296,-0.8294622250624947,-0.7803058567962253,-0.8451383880146061,-0.736751530718774,-0.812320259562426,0.04780553476057111,9
0.07031855583190919,0.05329931498959181,0.004561948776245117,0.000451950761257843,0.85,1.0,0.01,127,400,20,-1,0.03,0.85,"{'model__subsample': 0.85, 'model__reg_lambda': 1.0, 'model__reg_alpha': 0.01, 'model__num_leaves': 127, 'model__n_estimators': 400, 'model__min_child_samples': 20, 'model__max_depth': -1, 'model__learning_rate': 0.03, 'model__colsample_bytree': 0.85}",-0.0021828180841001465,0.1031800492746986,-0.08052770246548002,-0.29478584293965504,0.3322797822063026,0.011592693598353198,0.2067714643096918,6,-0.7173731339032653,-0.6435675831067469,-0.5977819258895559,-0.6890852634874058,-0.5975494758310674,-0.6490714764436082,0.04812825978641156,8,-0.8699432972200296,-0.7905990495186701,-0.788176412694983,-0.8543805040716366,-0.7290239177679358,-0.8064246362546511,0.050810832761914684,7
0.03262829780578613,0.024002097068179927,0.0050203800201416016,0.0009483667380000321,1.0,5.0,0.01,127,400,40,10,0.05,0.85,"{'model__subsample': 1.0, 'model__reg_lambda': 5.0, 'model__reg_alpha': 0.01, 'model__num_leaves': 127, 'model__n_estimators': 400, 'model__min_child_samples': 40, 'model__max_depth': 10, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.85}",-0.0021828180841001465,-0.02807403425632682,-0.04544838330212353,-0.26055788429588933,0.2498262695706196,-0.017287370073564047,0.16227617314628207,10,-0.7173731339032653,-0.6271926707591113,-0.6267558093233525,-0.6347907205296711,-0.6194182992096053,-0.6451061267450011,0.03645934302019657,7,-0.8699432972200296,-0.8464783456306445,-0.7752767833045094,-0.8430119969904857,-0.7727258477097173,-0.8214872541710772,0.03987214489225259,10
