mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__weight_decay,param_model__patience,param_model__learning_rate,param_model__hidden_layers,param_model__epochs,param_model__dropout,param_model__batch_size,param_model__batch_norm,param_model__activation,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1_weighted,split1_test_f1_weighted,split2_test_f1_weighted,split3_test_f1_weighted,split4_test_f1_weighted,mean_test_f1_weighted,std_test_f1_weighted,rank_test_f1_weighted
1.2204660415649413,0.4686283096142066,0.0035439014434814455,0.0028742383256753225,0.0,10,0.0005,"(256, 128, 64)",100,0.0,128,False,gelu,"{'model__weight_decay': 0.0, 'model__patience': 10, 'model__learning_rate': 0.0005, 'model__hidden_layers': (256, 128, 64), 'model__epochs': 100, 'model__dropout': 0.0, 'model__batch_size': 128, 'model__batch_norm': False, 'model__activation': 'gelu'}",0.5526315789473685,0.5789473684210527,0.5526315789473685,0.5263157894736842,0.3684210526315789,0.5157894736842106,0.07554052681267014,1,0.5433979686057248,0.5827639273622655,0.5217391304347826,0.49972152603731557,0.3452380952380952,0.4985721295356368,0.08142109282803334,1
1.8218658924102784,0.8264206648868344,0.006656646728515625,0.0011380926993564318,0.0,14,0.0005,"(128, 64, 32)",100,0.1,32,False,relu,"{'model__weight_decay': 0.0, 'model__patience': 14, 'model__learning_rate': 0.0005, 'model__hidden_layers': (128, 64, 32), 'model__epochs': 100, 'model__dropout': 0.1, 'model__batch_size': 32, 'model__batch_norm': False, 'model__activation': 'relu'}",0.4473684210526316,0.5263157894736842,0.6052631578947368,0.5263157894736842,0.34210526315789475,0.4894736842105263,0.08900807644888295,5,0.43531855955678667,0.5310391363022942,0.5510022711563147,0.5070175438596491,0.29726700117433547,0.46432890240987607,0.09223462159249299,5
1.1286442279815674,0.35695685111921815,0.005998563766479492,0.0031512840290366727,0.01,10,0.0003,"(64, 32)",100,0.3,128,True,relu,"{'model__weight_decay': 0.01, 'model__patience': 10, 'model__learning_rate': 0.0003, 'model__hidden_layers': (64, 32), 'model__epochs': 100, 'model__dropout': 0.3, 'model__batch_size': 128, 'model__batch_norm': True, 'model__activation': 'relu'}",0.47368421052631576,0.5,0.5,0.4473684210526316,0.34210526315789475,0.4526315789473684,0.05860804592452654,8,0.48081494057724966,0.5133414932680539,0.5075766338924235,0.4139097744360902,0.3206920248528172,0.44726697340532684,0.07247411089302287,8
1.6285948276519775,0.738496520589677,0.007415342330932617,0.0007704608346992311,0.0,18,0.0005,"(64, 32)",80,0.1,32,True,relu,"{'model__weight_decay': 0.0, 'model__patience': 18, 'model__learning_rate': 0.0005, 'model__hidden_layers': (64, 32), 'model__epochs': 80, 'model__dropout': 0.1, 'model__batch_size': 32, 'model__batch_norm': True, 'model__activation': 'relu'}",0.5,0.5526315789473685,0.5526315789473685,0.39473684210526316,0.4473684210526316,0.4894736842105264,0.06137844099837161,4,0.508822459374242,0.5616246634252174,0.5220067713142506,0.38089542036910456,0.4055727554179566,0.47578441398015425,0.07004308001843695,4
0.874789810180664,0.524624934476846,0.008701133728027343,0.003620044957522772,0.0,14,0.002,"(64, 32)",80,0.3,128,False,gelu,"{'model__weight_decay': 0.0, 'model__patience': 14, 'model__learning_rate': 0.002, 'model__hidden_layers': (64, 32), 'model__epochs': 80, 'model__dropout': 0.3, 'model__batch_size': 128, 'model__batch_norm': False, 'model__activation': 'gelu'}",0.5263157894736842,0.5263157894736842,0.4473684210526316,0.5,0.34210526315789475,0.46842105263157896,0.06942582083301535,7,0.5263157894736842,0.5263157894736842,0.46512493354598616,0.4882968290290945,0.2820877557719663,0.4576282194588831,0.0908264094584477,6
1.505507516860962,0.5661351438018043,0.009975242614746093,0.00346183144815777,0.0001,10,0.0003,"(128, 64, 32)",100,0.1,128,True,gelu,"{'model__weight_decay': 0.0001, 'model__patience': 10, 'model__learning_rate': 0.0003, 'model__hidden_layers': (128, 64, 32), 'model__epochs': 100, 'model__dropout': 0.1, 'model__batch_size': 128, 'model__batch_norm': True, 'model__activation': 'gelu'}",0.5789473684210527,0.5263157894736842,0.6052631578947368,0.47368421052631576,0.3157894736842105,0.5,0.10259783520851541,3,0.5548245614035088,0.5374446850579042,0.5825954646281325,0.46653646860780135,0.27452796213407415,0.4831858283662842,0.11115189040526456,3
1.105032777786255,0.608527346361059,0.0077152252197265625,0.0009964047607211595,0.001,10,0.0003,"(256, 128, 64)",80,0.1,128,False,gelu,"{'model__weight_decay': 0.001, 'model__patience': 10, 'model__learning_rate': 0.0003, 'model__hidden_layers': (256, 128, 64), 'model__epochs': 80, 'model__dropout': 0.1, 'model__batch_size': 128, 'model__batch_norm': False, 'model__activation': 'gelu'}",0.5,0.631578947368421,0.42105263157894735,0.5526315789473685,0.3157894736842105,0.4842105263157895,0.10863035495026471,6,0.4918201075444028,0.6316980233388902,0.30372807017543857,0.5360902255639097,0.2771431621650475,0.44809591775753776,0.1366978099406866,7
0.8249211311340332,0.287508067747646,0.005783462524414062,0.0029988193671035483,0.0,14,0.0003,"(64, 32)",100,0.3,32,False,relu,"{'model__weight_decay': 0.0, 'model__patience': 14, 'model__learning_rate': 0.0003, 'model__hidden_layers': (64, 32), 'model__epochs': 100, 'model__dropout': 0.3, 'model__batch_size': 32, 'model__batch_norm': False, 'model__activation': 'relu'}",0.5,0.5789473684210527,0.3157894736842105,0.34210526315789475,0.2894736842105263,0.4052631578947368,0.11361596392064685,10,0.5055147058823529,0.5789473684210527,0.30703123075280647,0.33077694235588967,0.2072587233049364,0.3859057941434076,0.13619581795018537,10
1.2576549053192139,0.8026351201061777,0.0034076690673828123,0.003078360602460517,0.01,10,0.002,"(64, 32)",100,0.1,32,False,relu,"{'model__weight_decay': 0.01, 'model__patience': 10, 'model__learning_rate': 0.002, 'model__hidden_layers': (64, 32), 'model__epochs': 100, 'model__dropout': 0.1, 'model__batch_size': 32, 'model__batch_norm': False, 'model__activation': 'relu'}",0.42105263157894735,0.5263157894736842,0.6052631578947368,0.6052631578947368,0.39473684210526316,0.5105263157894737,0.08900807644888296,2,0.4217171717171717,0.5334734517560002,0.5755735492577598,0.5740662139219016,0.3458646616541353,0.49013900966139373,0.09134259186520136,2
0.8487752914428711,0.5965938383145376,0.007516670227050781,0.0048043305600716495,0.001,10,0.001,"(64, 32)",80,0.1,64,False,relu,"{'model__weight_decay': 0.001, 'model__patience': 10, 'model__learning_rate': 0.001, 'model__hidden_layers': (64, 32), 'model__epochs': 80, 'model__dropout': 0.1, 'model__batch_size': 64, 'model__batch_norm': False, 'model__activation': 'relu'}",0.5,0.5263157894736842,0.39473684210526316,0.34210526315789475,0.34210526315789475,0.42105263157894735,0.07806524723258591,9,0.5021929824561403,0.5322128851540616,0.3881672531257019,0.31061689549961863,0.2958089668615984,0.4057997966194241,0.09668566503373029,9
