mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__subsample,param_model__n_estimators,param_model__min_child_weight,param_model__max_depth,param_model__learning_rate,param_model__colsample_bytree,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_neg_mae,split1_test_neg_mae,split2_test_neg_mae,split3_test_neg_mae,split4_test_neg_mae,mean_test_neg_mae,std_test_neg_mae,rank_test_neg_mae,split0_test_neg_rmse,split1_test_neg_rmse,split2_test_neg_rmse,split3_test_neg_rmse,split4_test_neg_rmse,mean_test_neg_rmse,std_test_neg_rmse,rank_test_neg_rmse
0.1654529571533203,0.08940127438960974,0.004303789138793946,0.0004022763596144725,1.0,200,5,7,0.05,1.0,"{'model__subsample': 1.0, 'model__n_estimators': 200, 'model__min_child_weight': 5, 'model__max_depth': 7, 'model__learning_rate': 0.05, 'model__colsample_bytree': 1.0}",-0.23556166495249498,-0.636643499030239,0.03225158776124104,-0.1961222936920517,-0.2695245453685797,-0.26112008305642487,0.21542207571554886,5,-1.1224987899002277,-1.2939671779933728,-1.3732293844223022,-1.5582077597316943,-1.565291669807936,-1.3826389563711063,0.16721874833626252,6,-1.3598030139751955,-1.6468907776485098,-1.7937565093762193,-1.952226989094998,-1.8113725079085428,-1.712809959600693,0.20126931016449767,6
0.6868312358856201,0.43880092034728413,0.005108976364135742,0.0008121404276695415,1.0,400,1,7,0.03,0.8,"{'model__subsample': 1.0, 'model__n_estimators': 400, 'model__min_child_weight': 1, 'model__max_depth': 7, 'model__learning_rate': 0.03, 'model__colsample_bytree': 0.8}",-0.6748589427572664,-0.5549424508363487,0.1643107087838661,-0.28052034433056106,-0.1352319704039584,-0.29624859990885366,0.2995185837452022,7,-1.2034484602903064,-1.2871279026332654,-1.293084674759915,-1.6486787011748867,-1.4579020785657983,-1.3780483634848344,0.1584852550171206,5,-1.583189515208274,-1.6052582581571861,-1.6668813016033281,-2.019927404736384,-1.7128902114315405,-1.7176293382273424,0.15791343781237607,7
0.4172706127166748,0.17512662410360702,0.005265331268310547,0.0011639896796790897,0.8,400,1,5,0.03,1.0,"{'model__subsample': 0.8, 'model__n_estimators': 400, 'model__min_child_weight': 1, 'model__max_depth': 5, 'model__learning_rate': 0.03, 'model__colsample_bytree': 1.0}",-0.47144987764724067,-0.5287828259234115,0.11596461891250054,-0.22614959077613572,-0.20508127360286288,-0.26309978980743004,0.22909322389450335,6,-1.137351864262631,-1.2712644652316445,-1.2988683957802623,-1.6145548632270412,-1.5273854450175637,-1.3698850067038286,0.17522029524060415,4,-1.4839406215944306,-1.5916979258027122,-1.7144194289191894,-1.9765793270152536,-1.764799572143497,-1.7062873750950165,0.16680309796706722,3
0.08001151084899902,0.025309752572159172,0.003906965255737305,0.0004947730229734947,1.0,200,1,3,0.05,1.0,"{'model__subsample': 1.0, 'model__n_estimators': 200, 'model__min_child_weight': 1, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 1.0}",-0.26685954243104537,-0.5257548640888567,0.03963236117586111,-0.27232679951771677,-0.2295647949350823,-0.25097472795936804,0.17951224303079064,3,-1.109399709262346,-1.281014244807394,-1.3323547887174707,-1.5883957461306923,-1.5015664108489688,-1.3625461799533745,0.16850920646509412,3,-1.3769178192186768,-1.5901208576527341,-1.7869031525876342,-2.0134546744747293,-1.7826370593939593,-1.7100067126655467,0.21381755046512954,4
0.17546472549438477,0.08437373422964414,0.0051056861877441405,0.0006679353644810591,0.8,200,1,5,0.1,0.8,"{'model__subsample': 0.8, 'model__n_estimators': 200, 'model__min_child_weight': 1, 'model__max_depth': 5, 'model__learning_rate': 0.1, 'model__colsample_bytree': 0.8}",-0.5399917757843511,-0.4128504785544891,0.07011007572419747,-0.1934571858743075,-0.14008586617458385,-0.24325504613270682,0.21360557277310133,2,-1.175112352559441,-1.1842048513261896,-1.3199786010541414,-1.5410857357476886,-1.4499435079725165,-1.3340650097319955,0.1443660961331375,1,-1.5181091140565055,-1.5301565096522278,-1.7583204508250374,-1.9500508751456447,-1.7165481960992366,-1.6946370291557304,0.15999240998317255,2
0.10268511772155761,0.046799720815823884,0.004311370849609375,0.0006160502901772244,0.8,200,5,5,0.03,0.8,"{'model__subsample': 0.8, 'model__n_estimators': 200, 'model__min_child_weight': 5, 'model__max_depth': 5, 'model__learning_rate': 0.03, 'model__colsample_bytree': 0.8}",-0.34831267026550883,-0.4489408231098677,0.013339545155831689,-0.1263966736254689,-0.24837171152931714,-0.2317364666748662,0.16260578012103255,1,-1.1143834857564223,-1.2270176724383706,-1.4000733400646008,-1.5112553646689968,-1.5298562426316111,-1.3565172211120005,0.1620409354792632,2,-1.4204929893235265,-1.5495766980071897,-1.8111987818839268,-1.8944720383947464,-1.7962185632676482,-1.6943918141754075,0.17890591649560947,1
0.11430144309997559,0.05351141670136622,0.004506206512451172,0.001009060387416245,0.8,200,5,5,0.1,1.0,"{'model__subsample': 0.8, 'model__n_estimators': 200, 'model__min_child_weight': 5, 'model__max_depth': 5, 'model__learning_rate': 0.1, 'model__colsample_bytree': 1.0}",-0.2195760940211815,-0.5117967442487761,0.07138390609850465,-0.20434759755611687,-0.39819483440734227,-0.2525062728269824,0.19837601076234043,4,-1.1136405624841388,-1.286074211722926,-1.3664665567247491,-1.6072780678146763,-1.610098029437818,-1.3967114856368616,0.19139310972127732,7,-1.3509778799517616,-1.5828306652359134,-1.7571157009261487,-1.958927871229173,-1.9009516354984668,-1.7101607505682928,0.22168278897223181,5
0.2160956859588623,0.12216542002161149,0.003804445266723633,0.0007480759269244189,1.0,200,1,7,0.1,0.8,"{'model__subsample': 1.0, 'model__n_estimators': 200, 'model__min_child_weight': 1, 'model__max_depth': 7, 'model__learning_rate': 0.1, 'model__colsample_bytree': 0.8}",-0.6374717309653988,-0.5509883404786797,0.12026206276291418,-0.3707245087681814,-0.23862546538690932,-0.33550959656725104,0.26682078256852226,8,-1.1976432298359119,-1.2889666463199414,-1.3353971682096784,-1.7067570874565525,-1.5246285058950122,-1.4106785275434193,0.18248956921971374,8,-1.5654193305571995,-1.6032159289797938,-1.71024731260532,-2.0898619990560663,-1.7891931352883188,-1.7515875412973396,0.18666844511677744,8
