mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__weight_decay,param_model__patience,param_model__learning_rate,param_model__hidden_layers,param_model__epochs,param_model__dropout,param_model__batch_size,param_model__batch_norm,param_model__activation,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_neg_mae,split1_test_neg_mae,split2_test_neg_mae,split3_test_neg_mae,split4_test_neg_mae,mean_test_neg_mae,std_test_neg_mae,rank_test_neg_mae,split0_test_neg_rmse,split1_test_neg_rmse,split2_test_neg_rmse,split3_test_neg_rmse,split4_test_neg_rmse,mean_test_neg_rmse,std_test_neg_rmse,rank_test_neg_rmse
0.15825204849243163,0.05754714148424863,0.005943965911865234,0.0009968474319411488,0.0,10,0.0005,"(256, 128, 64)",100,0.0,128,False,gelu,"{'model__weight_decay': 0.0, 'model__patience': 10, 'model__learning_rate': 0.0005, 'model__hidden_layers': (256, 128, 64), 'model__epochs': 100, 'model__dropout': 0.0, 'model__batch_size': 128, 'model__batch_norm': False, 'model__activation': 'gelu'}",-0.011989063016833779,0.3565092340288296,-0.011277374880269697,0.15054202391643456,0.29633247836880094,0.15602345968339232,0.15240012441412967,6,-0.722612383747022,-0.5113779173634564,-0.5922359818888049,-0.5304710051798089,-0.5723234034768181,-0.5858041383311821,0.07421672699521098,6,-0.874189084494796,-0.6696915466285279,-0.7625013666921354,-0.6920274282389405,-0.7483905014388614,-0.7493599854986523,0.07126011791899386,4
0.326417350769043,0.11656093872503565,0.0041839599609375,0.0017017021314161501,0.0,14,0.0005,"(128, 64, 32)",100,0.1,32,False,relu,"{'model__weight_decay': 0.0, 'model__patience': 14, 'model__learning_rate': 0.0005, 'model__hidden_layers': (128, 64, 32), 'model__epochs': 100, 'model__dropout': 0.1, 'model__batch_size': 32, 'model__batch_norm': False, 'model__activation': 'relu'}",0.0034853640986513,0.32540109964726405,-0.0784266101050175,0.08151240869319853,0.27742652769827236,0.12187975800647374,0.15581086648255157,10,-0.7191861658216366,-0.5199612952434026,-0.5782793851306324,-0.5545099564931603,-0.5753064401211619,-0.5894486485619987,0.0681260337383334,7,-0.8674796802913441,-0.6856878780140839,-0.7874097330161738,-0.719596438643074,-0.7583776409909774,-0.7637102741911307,0.06227634504337476,7
0.46486940383911135,0.07607150939041481,0.005175352096557617,0.0013971500184110576,0.01,10,0.0003,"(64, 32)",100,0.3,128,True,relu,"{'model__weight_decay': 0.01, 'model__patience': 10, 'model__learning_rate': 0.0003, 'model__hidden_layers': (64, 32), 'model__epochs': 100, 'model__dropout': 0.3, 'model__batch_size': 128, 'model__batch_norm': True, 'model__activation': 'relu'}",0.009773239268521805,0.2184674883633133,0.15150393655758165,0.03454077236847486,0.21841765100478772,0.12654061751253587,0.0890097728274918,8,-0.6903574769650863,-0.5764110929530007,-0.5072452082788568,-0.5875547118829783,-0.6128029830513223,-0.5948742946262489,0.059180738183696825,10,-0.8647385084830699,-0.7380353807761125,-0.6984420797147554,-0.7377671732478672,-0.7887364022215972,-0.7655439088886805,0.05728591794840128,9
0.5872458934783935,0.24257008953712095,0.006882619857788086,0.004224010198770825,0.0,18,0.0005,"(64, 32)",80,0.1,32,True,relu,"{'model__weight_decay': 0.0, 'model__patience': 18, 'model__learning_rate': 0.0005, 'model__hidden_layers': (64, 32), 'model__epochs': 80, 'model__dropout': 0.1, 'model__batch_size': 32, 'model__batch_norm': True, 'model__activation': 'relu'}",0.029046330335961712,0.2424476504528631,0.16875348848968263,0.04772028761371905,0.1590837741959671,0.12941030621763872,0.07994001335900733,7,-0.6832132443381066,-0.5757190813847523,-0.5028600153512954,-0.571921464295418,-0.6354294401800159,-0.5938286491099176,0.06132439188343327,9,-0.8562818203858295,-0.7266244079649914,-0.691306115529688,-0.7327142276994036,-0.8181272907046598,-0.7650107724569144,0.06180732146881336,8
0.17211384773254396,0.035327378444077955,0.004420042037963867,0.00151760840178632,0.0,14,0.002,"(64, 32)",80,0.3,128,False,gelu,"{'model__weight_decay': 0.0, 'model__patience': 14, 'model__learning_rate': 0.002, 'model__hidden_layers': (64, 32), 'model__epochs': 80, 'model__dropout': 0.3, 'model__batch_size': 128, 'model__batch_norm': False, 'model__activation': 'gelu'}",0.03592387080344028,0.33558392055212005,0.08148682988140366,0.09188321405421718,0.31193173205966096,0.17136191347016844,0.1260687108053703,1,-0.6907209421649171,-0.52810989688353,-0.5429763096990047,-0.5450508922339007,-0.5699559854510793,-0.5753628052864863,0.05922375868969982,2,-0.8532437874092247,-0.6804930976915523,-0.7266883116378304,-0.7155223605703246,-0.7400486632856699,-0.7431992441189204,0.0584643639180085,1
0.42586588859558105,0.18124482403123784,0.008097028732299805,0.002867486814767732,0.0001,10,0.0003,"(128, 64, 32)",100,0.1,128,True,gelu,"{'model__weight_decay': 0.0001, 'model__patience': 10, 'model__learning_rate': 0.0003, 'model__hidden_layers': (128, 64, 32), 'model__epochs': 100, 'model__dropout': 0.1, 'model__batch_size': 128, 'model__batch_norm': True, 'model__activation': 'gelu'}",0.006758198670304694,0.2728611339424648,0.03781794085129142,0.10736472757904048,0.1920703478621012,0.12337446978104052,0.09822522344397343,9,-0.7152955659622484,-0.5482070511594396,-0.5468675676355218,-0.5493310365010037,-0.6078309924865263,-0.5935064427489479,0.06514057003994536,8,-0.8660539850046705,-0.711889089047943,-0.7437622099076577,-0.7093970539997142,-0.8019204477951947,-0.7666045571510359,0.05987596266706961,10
0.2727198600769043,0.10800394207503183,0.004605627059936524,0.0023358179599243262,0.001,10,0.0003,"(256, 128, 64)",80,0.1,128,False,gelu,"{'model__weight_decay': 0.001, 'model__patience': 10, 'model__learning_rate': 0.0003, 'model__hidden_layers': (256, 128, 64), 'model__epochs': 80, 'model__dropout': 0.1, 'model__batch_size': 128, 'model__batch_norm': False, 'model__activation': 'gelu'}",-0.014062130847618315,0.3444715706128464,0.028309408992771012,0.13453250082299972,0.29522470562773917,0.1576952110417476,0.14182915905070145,5,-0.7235211194944221,-0.5146901643715022,-0.5673127043388456,-0.5337181442104021,-0.5738643109884037,-0.5826212886807152,0.07371560882904661,5,-0.8750840181362703,-0.675926421371011,-0.7474282003280168,-0.6985182227620745,-0.7489793594858141,-0.7491872444166374,0.06897482589179299,3
0.5970937252044678,0.14609734550555126,0.005618429183959961,0.0029297813470966333,0.0,14,0.0003,"(64, 32)",100,0.3,32,False,relu,"{'model__weight_decay': 0.0, 'model__patience': 14, 'model__learning_rate': 0.0003, 'model__hidden_layers': (64, 32), 'model__epochs': 100, 'model__dropout': 0.3, 'model__batch_size': 32, 'model__batch_norm': False, 'model__activation': 'relu'}",0.017498260851038006,0.25893202747418675,0.13306704247796552,0.10711990500959556,0.2765164531059575,0.15862673778374867,0.0971417880899151,4,-0.7034067434041509,-0.5434686968017978,-0.5136167191992386,-0.5371265170672589,-0.580169200150006,-0.5755575753244905,0.06739434528702921,3,-0.8613588770043503,-0.7186752347902586,-0.705989493111156,-0.7094943302938417,-0.7588550755126857,-0.7508746021424585,0.05836824841618981,6
0.16578664779663085,0.020146414135201626,0.004729795455932617,0.00028647110532633945,0.01,10,0.002,"(64, 32)",100,0.1,32,False,relu,"{'model__weight_decay': 0.01, 'model__patience': 10, 'model__learning_rate': 0.002, 'model__hidden_layers': (64, 32), 'model__epochs': 100, 'model__dropout': 0.1, 'model__batch_size': 32, 'model__batch_norm': False, 'model__activation': 'relu'}",0.06982056629974198,0.22576853268125285,0.16789703711844906,0.038810037994441826,0.29373609815895996,0.15920645445056913,0.09496251430726856,3,-0.6702230822665761,-0.5446117747418183,-0.513418708959312,-0.5557188289197675,-0.5678698594777516,-0.5703684508730451,0.05310081216411338,1,-0.8381096409044229,-0.7345799437399458,-0.6916621577116617,-0.7361341608499802,-0.749769929305519,-0.750051166502306,0.04815951024674669,5
0.21694521903991698,0.05991663335521918,0.004950809478759766,0.0031934796934296435,0.001,10,0.001,"(64, 32)",80,0.1,64,False,relu,"{'model__weight_decay': 0.001, 'model__patience': 10, 'model__learning_rate': 0.001, 'model__hidden_layers': (64, 32), 'model__epochs': 80, 'model__dropout': 0.1, 'model__batch_size': 64, 'model__batch_norm': False, 'model__activation': 'relu'}",0.02011539162264364,0.2988908218458134,0.10429488375327012,0.10738212521793644,0.2958296417006172,0.16530257282805616,0.11228461154411881,2,-0.6938561354322829,-0.5551125908185405,-0.5284232639487927,-0.5362483971959616,-0.5679027946350254,-0.5763086364061206,0.06039068920403088,4,-0.8602108932675228,-0.6990310768058291,-0.7176092174036742,-0.7093901408212316,-0.7486578514088383,-0.7469798359414191,0.05898947362751674,2
