mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__l1_ratio,param_model__alpha,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_neg_mae,split1_test_neg_mae,split2_test_neg_mae,split3_test_neg_mae,split4_test_neg_mae,mean_test_neg_mae,std_test_neg_mae,rank_test_neg_mae,split0_test_neg_rmse,split1_test_neg_rmse,split2_test_neg_rmse,split3_test_neg_rmse,split4_test_neg_rmse,mean_test_neg_rmse,std_test_neg_rmse,rank_test_neg_rmse
0.023710346221923827,0.008790500724153832,0.0030382156372070314,0.0019603855613198043,0.95,0.001,"{'model__l1_ratio': 0.95, 'model__alpha': 0.001}",-1.1916131786388835,-0.37020114169216156,-0.5205292511431541,-0.3032857560955835,0.18401477564036772,-0.44032291038588295,0.44370348535089715,10,-0.9097543514358577,-0.8800771810007287,-0.9006438779546023,-0.6847992766673187,-0.6574542424207503,-0.8065457858958516,0.11132279716312708,10,-1.141903577005901,-1.0918263007793036,-1.0718128253854922,-0.8416346446846255,-0.8466763442143078,-0.9987707384139262,0.12830116939385022,10
0.005588722229003906,0.0018099768394544337,0.0024374961853027345,0.0013839774006157931,0.5,1.0,"{'model__l1_ratio': 0.5, 'model__alpha': 1.0}",-0.0010338094727502245,-0.0029589029538374945,-0.0023905305394413823,-0.20815699842658764,-0.0018754048222549002,-0.043283129242974325,0.08243936590836907,5,-0.6118888658655295,-0.7160299980646107,-0.7252754174705984,-0.6861646175966413,-0.7106285551870277,-0.6899974908368816,0.04114246606256514,5,-0.7717414996812004,-0.9341206182930709,-0.8702419959080534,-0.8103366223877958,-0.9381734451637865,-0.8649228362867815,0.06609794918747013,5
0.004860687255859375,0.0025204690217437657,0.005378866195678711,0.0034435557165041347,0.9,1.0,"{'model__l1_ratio': 0.9, 'model__alpha': 1.0}",-0.0010338094727502245,-0.0029589029538374945,-0.0023905305394413823,-0.20815699842658764,-0.0018754048222549002,-0.043283129242974325,0.08243936590836907,5,-0.6118888658655295,-0.7160299980646107,-0.7252754174705984,-0.6861646175966413,-0.7106285551870277,-0.6899974908368816,0.04114246606256514,5,-0.7717414996812004,-0.9341206182930709,-0.8702419959080534,-0.8103366223877958,-0.9381734451637865,-0.8649228362867815,0.06609794918747013,5
0.00528411865234375,0.0013267244410358771,0.002283477783203125,0.0030173505616729536,0.3,1.0,"{'model__l1_ratio': 0.3, 'model__alpha': 1.0}",-0.0010338094727502245,-0.0029589029538374945,-0.0023905305394413823,-0.20815699842658764,-0.0018754048222549002,-0.043283129242974325,0.08243936590836907,5,-0.6118888658655295,-0.7160299980646107,-0.7252754174705984,-0.6861646175966413,-0.7106285551870277,-0.6899974908368816,0.04114246606256514,5,-0.7717414996812004,-0.9341206182930709,-0.8702419959080534,-0.8103366223877958,-0.9381734451637865,-0.8649228362867815,0.06609794918747013,5
0.007745075225830078,0.0015031248301496003,0.0031251907348632812,0.0013491373493816664,0.5,0.01,"{'model__l1_ratio': 0.5, 'model__alpha': 0.01}",-0.898887710493651,-0.19436412051120566,-0.11583560142463378,-0.22245669447439842,0.20803567263711786,-0.24470169085335422,0.36126600959670147,9,-0.8653068224252822,-0.7939295980991777,-0.7913035411674388,-0.6853038899888141,-0.6464404642355713,-0.7564568631832569,0.07954013337608647,9,-1.0629115434966108,-1.0193651066718192,-0.9181669727253293,-0.8151180710504934,-0.8341210640458858,-0.9299365515980277,0.09816540026909097,9
0.005164194107055664,0.0028130783687491064,0.0028174877166748046,0.001852011297403415,0.95,0.05,"{'model__l1_ratio': 0.95, 'model__alpha': 0.05}",-0.00596973728169603,0.19085578549010318,0.07595630282311883,-0.07772605450579406,0.20664090657635814,0.077951440620418,0.11008233001036828,2,-0.649778023264683,-0.6311938691135901,-0.7097339284493419,-0.6467032717532855,-0.6416671035422459,-0.6558152392246293,0.02768784059795528,2,-0.7736418231921859,-0.8390239458149412,-0.8355410939892529,-0.7653462718704666,-0.8348552460851856,-0.8096816761904064,0.03294809851025523,2
0.005056142807006836,0.0022186301310408952,0.0037484169006347656,0.0018115073450279359,0.9,0.05,"{'model__l1_ratio': 0.9, 'model__alpha': 0.05}",-0.01870667705862239,0.19173020837166976,0.07234424584780097,-0.07995631757237476,0.20747785382706851,0.07457786268310843,0.11311488585736586,3,-0.6517541853763981,-0.6306465958381801,-0.711697894785415,-0.6475564236395895,-0.6409285922017286,-0.6565167383682622,0.028496258526366045,3,-0.7785240945712553,-0.8385704666680176,-0.837172552792898,-0.7661377723381382,-0.8344147682575923,-0.8109639309255803,0.031814090978234476,3
0.006968116760253907,0.0033780523095135037,0.0024660587310791015,0.0021129218670564017,0.7,0.05,"{'model__l1_ratio': 0.7, 'model__alpha': 0.05}",-0.07819730651312451,0.1900781415112689,0.05637539506263012,-0.09656810444321806,0.20978203547978924,0.05629403221946914,0.128772291027938,4,-0.6608429876601847,-0.637286781642521,-0.7194625785573161,-0.6529467559673814,-0.6372600823680332,-0.6615598372390873,0.03035485400809835,4,-0.8009337657502157,-0.8394270292318439,-0.8443474345572889,-0.7720076158411378,-0.8332008951064337,-0.817983348097384,0.0275351646704547,4
0.005114173889160157,0.001540656442497157,0.0016005992889404296,0.0010832849234221615,0.5,0.1,"{'model__l1_ratio': 0.5, 'model__alpha': 0.1}",0.009723695023211687,0.19107649067027832,0.08626451318568029,-0.07281448503682464,0.20147136222250261,0.08314431521296965,0.10523698497461463,1,-0.6400683573158696,-0.6327279682385637,-0.7041641119452535,-0.6477823633022981,-0.6430151923637639,-0.6535515986331498,0.02577342746463698,1,-0.7675835794362047,-0.8389095103676373,-0.8308675656691371,-0.7636003068467304,-0.8375707966957198,-0.8077063518030858,0.03451708001843516,1
0.004592275619506836,0.0019181342741838928,0.004421758651733399,0.0013289164877797102,0.9,0.01,"{'model__l1_ratio': 0.9, 'model__alpha': 0.01}",-0.5763019228087447,-0.12285690719874953,-0.07464366013405277,-0.21773701803834378,0.2219030703458832,-0.15392728756680152,0.25728262057220364,8,-0.799727179669932,-0.7725503057845312,-0.7763235368709392,-0.6961454511240789,-0.6393422354608884,-0.7368177417820739,0.059917995478986616,8,-0.9684276583078489,-0.9883791985159754,-0.9010601856893672,-0.8135430402202318,-0.8267860290816387,-0.8996392223630124,0.07117414105557751,8
