mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__l1_ratio,param_model__C,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1_weighted,split1_test_f1_weighted,split2_test_f1_weighted,split3_test_f1_weighted,split4_test_f1_weighted,mean_test_f1_weighted,std_test_f1_weighted,rank_test_f1_weighted
0.42850341796875,0.3439871050496608,0.0020149707794189452,0.002554265988599004,0.05,0.05,"{'model__l1_ratio': 0.05, 'model__C': 0.05}",0.47368421052631576,0.6578947368421053,0.5526315789473685,0.47368421052631576,0.21052631578947367,0.47368421052631576,0.14793125602689683,10,0.49021592442645073,0.6676820570397842,0.5563454089769879,0.4691838291380625,0.19747087407060473,0.476179618730378,0.15557908670753381,6
0.43784751892089846,0.3246435448362866,0.002887248992919922,0.003580711202326351,0.9,0.05,"{'model__l1_ratio': 0.9, 'model__C': 0.05}",0.5,0.7105263157894737,0.5789473684210527,0.5263157894736842,0.42105263157894735,0.5473684210526316,0.09618772043419509,1,0.4331983805668016,0.655103668261563,0.5587281987961106,0.4990876594726373,0.39727175885741345,0.5086779331909052,0.0918106713536989,1
0.7910702705383301,0.45788995336528304,0.010492086410522461,0.00861993382688881,0.9,1.0,"{'model__l1_ratio': 0.9, 'model__C': 1.0}",0.42105263157894735,0.6052631578947368,0.5789473684210527,0.6052631578947368,0.2894736842105263,0.5,0.12565617248750865,2,0.42105263157894735,0.6163579680909591,0.5845408976987926,0.612027290448343,0.2578526493000177,0.49836628742341205,0.14006508149777153,2
0.4340995788574219,0.33567285230007526,0.0031198978424072264,0.003933619680637416,0.95,0.1,"{'model__l1_ratio': 0.95, 'model__C': 0.1}",0.5,0.5789473684210527,0.5263157894736842,0.47368421052631576,0.3157894736842105,0.4789473684210527,0.08869631340185641,6,0.5069559864573714,0.593421052631579,0.5186757215619695,0.4441378566032306,0.31172304627266895,0.4749827327053639,0.09440776816927304,7
0.5043107986450195,0.3812567679973815,0.0062926292419433595,0.0052402456957242795,0.9,0.2,"{'model__l1_ratio': 0.9, 'model__C': 0.2}",0.5263157894736842,0.6052631578947368,0.5263157894736842,0.4473684210526316,0.34210526315789475,0.4894736842105263,0.08900807644888295,5,0.5290498974709501,0.6163579680909591,0.5240059396139252,0.43480644546147973,0.33052745716283116,0.48694954156002906,0.09703497144810502,4
0.9741005897521973,0.5563932006642667,0.004944992065429687,0.006410560942620328,0.1,10.0,"{'model__l1_ratio': 0.1, 'model__C': 10.0}",0.5,0.5789473684210527,0.5263157894736842,0.5263157894736842,0.2631578947368421,0.47894736842105257,0.11090161845108146,7,0.5037813832827683,0.5813788858110188,0.5129672006102212,0.5182349221250823,0.22035858877964143,0.46734419612174644,0.12649489620264245,9
0.6666023254394531,0.3837736505954,0.0014052867889404296,0.002339363935962625,0.1,2.0,"{'model__l1_ratio': 0.1, 'model__C': 2.0}",0.47368421052631576,0.5526315789473685,0.5789473684210527,0.5263157894736842,0.3157894736842105,0.4894736842105264,0.09355994123490097,4,0.4749034749034749,0.5616246634252174,0.5812865497076023,0.5310721247563353,0.25158843053579893,0.48009504866568575,0.11977285770991031,5
0.601964807510376,0.4034428863982414,0.004898881912231446,0.007551742549027458,0.9,0.5,"{'model__l1_ratio': 0.9, 'model__C': 0.5}",0.5263157894736842,0.5789473684210527,0.5526315789473685,0.5526315789473685,0.2631578947368421,0.4947368421052632,0.11697953037312038,3,0.5336067441330599,0.5902768284347232,0.5563454089769879,0.5626439836966153,0.22336887971562894,0.4932483689914031,0.13614348821227415,3
0.8552730560302735,0.4718003185654678,0.010903215408325196,0.005963197971302958,0.3,5.0,"{'model__l1_ratio': 0.3, 'model__C': 5.0}",0.5,0.5789473684210527,0.5,0.47368421052631576,0.3157894736842105,0.4736842105263158,0.08648250907976308,8,0.5037813832827683,0.5813788858110188,0.49054079576932763,0.466480210187304,0.25158843053579893,0.4587539411172436,0.11050067488120374,10
0.43169617652893066,0.3170017876792648,0.009305763244628906,0.00806550592243527,0.9,0.1,"{'model__l1_ratio': 0.9, 'model__C': 0.1}",0.4473684210526316,0.5789473684210527,0.5263157894736842,0.5,0.3157894736842105,0.4736842105263158,0.08962834929434949,8,0.447274099226561,0.593421052631579,0.5186757215619695,0.4814804390655784,0.30845614986232184,0.46986149246960196,0.09417714026768147,8
