mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_neg_mae,split1_test_neg_mae,split2_test_neg_mae,split3_test_neg_mae,split4_test_neg_mae,mean_test_neg_mae,std_test_neg_mae,rank_test_neg_mae,split0_test_neg_rmse,split1_test_neg_rmse,split2_test_neg_rmse,split3_test_neg_rmse,split4_test_neg_rmse,mean_test_neg_rmse,std_test_neg_rmse,rank_test_neg_rmse
0.006308364868164063,0.0024839926847895853,0.00496368408203125,0.0034237962675982827,{},-0.9488859925312296,-0.5584547671715485,-0.8102568122766722,-0.31616937178596927,0.21318066283035797,-0.4841172561870124,0.4104470571485385,1,-1.0098787940116298,-0.9497194681297302,-0.9312031857027524,-0.7277672255775448,-0.6634798063359713,-0.8564096959515256,0.13536939923297858,1,-1.2247041692854261,-1.1639907640406961,-1.1518491250438236,-0.8661469040834324,-0.8496192248772334,-1.0512620374661226,0.15989692776821124,1
