mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__n_estimators,param_model__min_samples_split,param_model__min_samples_leaf,param_model__max_features,param_model__max_depth,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_neg_mae,split1_test_neg_mae,split2_test_neg_mae,split3_test_neg_mae,split4_test_neg_mae,mean_test_neg_mae,std_test_neg_mae,rank_test_neg_mae,split0_test_neg_rmse,split1_test_neg_rmse,split2_test_neg_rmse,split3_test_neg_rmse,split4_test_neg_rmse,mean_test_neg_rmse,std_test_neg_rmse,rank_test_neg_rmse
0.3363053798675537,0.09159951548203635,0.01426539421081543,0.0017621290090349504,200,2,4,0.6,8,"{'model__n_estimators': 200, 'model__min_samples_split': 2, 'model__min_samples_leaf': 4, 'model__max_features': 0.6, 'model__max_depth': 8}",0.11226244297952925,0.267215844255962,0.22858671782050077,0.1296986502834282,0.3110175712327776,0.20975624531443957,0.07723251691862695,2,-0.6462608932687983,-0.5772726090245479,-0.5348250962426404,-0.5386015211803356,-0.5640660796649558,-0.5722052398762556,0.04025580456702095,7,-0.7708109845793955,-0.7324246288483185,-0.6997964442183556,-0.6373832528907976,-0.741480200781622,-0.7163791022636978,0.04553170905777414,2
0.7690723419189454,0.23626990978951118,0.0271331787109375,0.0035737838543489307,400,2,2,0.8,5,"{'model__n_estimators': 400, 'model__min_samples_split': 2, 'model__min_samples_leaf': 2, 'model__max_features': 0.8, 'model__max_depth': 5}",0.08771019877557718,0.28942864478770813,0.20148155434460924,0.16305063862845148,0.30539044527254555,0.20941229636177833,0.08079371462850742,4,-0.6488400798449684,-0.5637061222305207,-0.5414793793755687,-0.5248859023817677,-0.5617397323249165,-0.5681302432315485,0.04278979028283837,2,-0.781397483146682,-0.7212382525486573,-0.7119846845480265,-0.6250509375312158,-0.7445019888642516,-0.7168346693277666,0.051770657362251234,4
0.4068652629852295,0.02869061346497961,0.025167322158813475,0.00408510996635758,400,5,4,log2,12,"{'model__n_estimators': 400, 'model__min_samples_split': 5, 'model__min_samples_leaf': 4, 'model__max_features': 'log2', 'model__max_depth': 12}",0.07800757607778674,0.24172228989106603,0.20597727293887447,0.12361728044232412,0.2939812756849668,0.18866113900700363,0.07833591761543968,8,-0.6387774450571702,-0.5711029735793886,-0.5453290063325715,-0.5363942665483833,-0.569289197119338,-0.5721785777273704,0.03590635315604324,6,-0.7855417545008431,-0.7450562280229652,-0.7099775920178625,-0.6396062849014722,-0.750591419396425,-0.7261546557679137,0.04946427041303994,8
0.20574111938476564,0.010969434763414256,0.015173912048339844,0.004545033454798068,200,5,8,log2,,"{'model__n_estimators': 200, 'model__min_samples_split': 5, 'model__min_samples_leaf': 8, 'model__max_features': 'log2', 'model__max_depth': None}",0.05637655467951286,0.1867841176107341,0.22803986090677142,0.1391267698990173,0.281941761047228,0.17845381282865275,0.07705504374284594,10,-0.6481880218669399,-0.587295699871203,-0.5486088904808897,-0.5274683291218211,-0.5746143654792985,-0.5772350613640305,0.04108185097027208,10,-0.7947031959842578,-0.7715744366541234,-0.7000444440482559,-0.6339214121652038,-0.7569641655088734,-0.7314415308721428,0.05789653511516024,10
0.4291865348815918,0.15760787007391552,0.017569637298583983,0.0048036495716656845,200,10,1,0.8,12,"{'model__n_estimators': 200, 'model__min_samples_split': 10, 'model__min_samples_leaf': 1, 'model__max_features': 0.8, 'model__max_depth': 12}",0.10127009762341033,0.2903385319449364,0.20271419893181397,0.1411235262418391,0.2814398793698746,0.20337724682237485,0.0747768346302217,5,-0.6419227466961,-0.5538420523640731,-0.5374313472010708,-0.528590696046341,-0.5742731962243959,-0.5672120077063962,0.040469257626021916,1,-0.7755685576284184,-0.7207763315650836,-0.7114349395651125,-0.6331858094118654,-0.757228656649314,-0.7196388589639587,0.04916065906189822,5
0.9329840183258057,0.3632738352872968,0.02812962532043457,0.0030786751237565583,400,5,1,0.8,12,"{'model__n_estimators': 400, 'model__min_samples_split': 5, 'model__min_samples_leaf': 1, 'model__max_features': 0.8, 'model__max_depth': 12}",0.08847141400162373,0.28222826693127934,0.18484418527045865,0.1215792879398786,0.2962909798604473,0.1946828268007375,0.08331891901096879,7,-0.6519561687939895,-0.5684633380677419,-0.549215996658417,-0.5414755093224953,-0.5689553968935595,-0.5760132819472407,0.039459066621910545,9,-0.7810714158210512,-0.7248832758169528,-0.7193636531683991,-0.6403495422976838,-0.7493626528766644,-0.7230061079961503,0.04672289913972296,7
0.8069438457489013,0.2584067004299327,0.02543044090270996,0.0029825735127192634,400,10,1,0.8,8,"{'model__n_estimators': 400, 'model__min_samples_split': 10, 'model__min_samples_leaf': 1, 'model__max_features': 0.8, 'model__max_depth': 8}",0.09086116802770439,0.2771038861822023,0.2083951975943501,0.13990090005586386,0.28648331521757164,0.20054889341553847,0.07617943614458193,6,-0.6473382702242323,-0.5659407126603413,-0.5378224889517412,-0.5349395112694754,-0.5697072241951533,-0.5711496414601887,0.04063445159591385,5,-0.7800468766068758,-0.7274662499240426,-0.7088957708405408,-0.6336363248624381,-0.7545665557822913,-0.7209223556032378,0.04986773234470937,6
0.6474563598632812,0.048942774599842774,0.03330440521240234,0.003676682097594514,600,2,8,sqrt,5,"{'model__n_estimators': 600, 'model__min_samples_split': 2, 'model__min_samples_leaf': 8, 'model__max_features': 'sqrt', 'model__max_depth': 5}",0.05900349609454558,0.20871655228081543,0.23495449218228082,0.13643828969628657,0.2774516043323745,0.18331288691726058,0.07723257374470613,9,-0.6468980437674184,-0.5824588282385504,-0.5402102536976509,-0.5343664737674951,-0.5737540388696476,-0.5755375276681526,0.04021561999350873,8,-0.7935962429341427,-0.7610986384211513,-0.696902159058688,-0.6349104989282088,-0.7593271986305768,-0.7291669475945536,0.05657862213594949,9
0.7254668712615967,0.17181980599101906,0.026545238494873048,0.004853641393293525,400,2,2,0.6,5,"{'model__n_estimators': 400, 'model__min_samples_split': 2, 'model__min_samples_leaf': 2, 'model__max_features': 0.6, 'model__max_depth': 5}",0.07481890272387492,0.29043778278541,0.22704303841690332,0.1575071977356577,0.2980505850324088,0.2095715013388509,0.0843114617087022,3,-0.6542262137986611,-0.5614724784678559,-0.5310112982831231,-0.530555793815709,-0.5672621724300009,-0.56890559135907,0.04526421329450395,3,-0.7868989641776956,-0.7207259271389242,-0.7004962775589237,-0.6271174989085936,-0.7484251860658984,-0.7167327707700071,0.053363226748365994,3
1.0257990837097168,0.2629684700335161,0.039515447616577146,0.00661121707792339,600,2,4,0.6,12,"{'model__n_estimators': 600, 'model__min_samples_split': 2, 'model__min_samples_leaf': 4, 'model__max_features': 0.6, 'model__max_depth': 12}",0.10275287941726219,0.2726874690203933,0.23067962453687152,0.13480436506864146,0.3180505964811131,0.21179498690485632,0.08145245918837382,1,-0.647077795038844,-0.5722675502210208,-0.5316772049314901,-0.5345646247230761,-0.5591040898292763,-0.5689382529487415,0.04191304102395466,4,-0.7749285023341907,-0.7296850350921342,-0.6988464972428339,-0.6355108646251901,-0.7376860362236789,-0.7153313871036056,0.046691843172264755,1
