mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_neg_mae,split1_test_neg_mae,split2_test_neg_mae,split3_test_neg_mae,split4_test_neg_mae,mean_test_neg_mae,std_test_neg_mae,rank_test_neg_mae,split0_test_neg_rmse,split1_test_neg_rmse,split2_test_neg_rmse,split3_test_neg_rmse,split4_test_neg_rmse,mean_test_neg_rmse,std_test_neg_rmse,rank_test_neg_rmse
0.00719304084777832,0.001671800919387924,0.004558944702148437,0.004025032399941755,{},-0.7583942787827813,-0.5389938651744557,-0.7464868040137083,-0.2658079533020059,0.23111863980670133,-0.41571285229324995,0.3695680270933914,1,-0.8842327377668462,-0.8716705651414888,-0.8509969750866793,-0.6519610723687044,-0.6106664682330551,-0.7739055637193547,0.11763556248765547,1,-1.0848351019014049,-1.0614348648336616,-1.0529574691009103,-0.7686873424048138,-0.7832946351743896,-0.9502418826830359,0.14273271536591103,1
