mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__weights,param_model__p,param_model__n_neighbors,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_neg_mae,split1_test_neg_mae,split2_test_neg_mae,split3_test_neg_mae,split4_test_neg_mae,mean_test_neg_mae,std_test_neg_mae,rank_test_neg_mae,split0_test_neg_rmse,split1_test_neg_rmse,split2_test_neg_rmse,split3_test_neg_rmse,split4_test_neg_rmse,mean_test_neg_rmse,std_test_neg_rmse,rank_test_neg_rmse
0.0073395252227783205,0.002742682607035807,0.007301712036132812,0.0015850049250095706,uniform,1,3,"{'model__weights': 'uniform', 'model__p': 1, 'model__n_neighbors': 3}",-0.6608839446375017,0.20090856243418465,-0.5330549100644992,-0.6663143537993073,-0.06552128978317184,-0.3449731871700591,0.3505751657049775,10,-0.7733949673399557,-0.6198898755985786,-0.8930674256345227,-0.7153508868621941,-0.8118667968047494,-0.7627139904480001,0.09183037740185769,10,-0.9940703610890352,-0.833795655245481,-1.076218405567662,-0.951660946817128,-0.9675141923937404,-0.9646519122226094,0.07824684708156221,10
0.0077607154846191405,0.0020052504874427165,0.009028816223144531,0.0016076100327300925,distance,1,15,"{'model__weights': 'distance', 'model__p': 1, 'model__n_neighbors': 15}",-0.11544757693323038,0.11766015505073812,-0.0035534180232508206,-0.34653584070614163,0.026809839537945912,-0.06421336821478776,0.15960811695430094,3,-0.6127860917728418,-0.6570733599814607,-0.7233547119886633,-0.7291982057101094,-0.6801046301247379,-0.6805033999155626,0.04322540611379094,3,-0.8146518797489669,-0.8761517546165327,-0.8707466396358311,-0.8554856689290741,-0.9246452291911537,-0.8683362344243116,0.03545346886065333,3
0.006251478195190429,0.0008202279500685074,0.009476709365844726,0.00033751012373502083,distance,2,11,"{'model__weights': 'distance', 'model__p': 2, 'model__n_neighbors': 11}",-0.14783393885155638,0.08848539284981471,-0.013808001213049481,-0.3793498730795981,-0.013390088541305856,-0.09317930176713903,0.16158521492342345,6,-0.6230688925108732,-0.6503953879939117,-0.7165091595629042,-0.7439645233795651,-0.7286659890074906,-0.692520790490949,0.0471730655112005,6,-0.8263937283723564,-0.8905190319669088,-0.8751840962704929,-0.865846686966169,-0.9435493173190619,-0.8802985721789977,0.03806799599372553,6
0.006266355514526367,0.0010443514093655655,0.009759330749511718,0.0007890291269035286,distance,1,3,"{'model__weights': 'distance', 'model__p': 1, 'model__n_neighbors': 3}",-0.6678573233795229,0.21055978316692758,-0.5427947803470392,-0.66771990223171,-0.05138201132917408,-0.3438388468241037,0.3584296908038906,9,-0.7736241649414144,-0.6216846688800668,-0.8938937019102101,-0.715509452071101,-0.8071208466351628,-0.762366566887591,0.0910121441927931,9,-0.996155024555731,-0.8287451746476029,-1.0796317312225632,-0.9520622287234488,-0.9610733831051856,-0.9635335084509062,0.08105368350480759,9
0.0078011035919189455,0.0028460288867467915,0.004054832458496094,0.0027450416942862953,uniform,1,7,"{'model__weights': 'uniform', 'model__p': 1, 'model__n_neighbors': 7}",-0.09492520535990034,0.22339683674330213,-0.0530996452004624,-0.3858329350490408,0.06757407088812162,-0.04857737559559596,0.20167846455490485,2,-0.6184194658094767,-0.5990815866212936,-0.7539805374935704,-0.6853932101161244,-0.7182097074656761,-0.6750169015012283,0.05861396394969701,2,-0.8071229724776714,-0.821979462773535,-0.891982416150957,-0.8678790782762458,-0.9050726671250741,-0.8588073193606967,0.03834300195381994,2
0.004999303817749023,0.000853989931960461,0.01543421745300293,0.012639847843818197,distance,1,5,"{'model__weights': 'distance', 'model__p': 1, 'model__n_neighbors': 5}",-0.3187737502682544,0.23810353164391895,-0.21977197642521196,-0.5512636535400632,0.016525259855320273,-0.16703611774685806,0.2724955390574868,7,-0.6750628426445759,-0.6020030677910316,-0.800833177160886,-0.7185327471386738,-0.7643412776491714,-0.7121546224768677,0.0694797504945935,7,-0.8857937849312205,-0.8141592649990473,-0.9599771274993253,-0.9182196625055726,-0.9295181696022047,-0.9015336019074741,0.049717648616126174,7
0.006945133209228516,0.0020090889464892832,0.014182043075561524,0.004919530293201127,distance,2,7,"{'model__weights': 'distance', 'model__p': 2, 'model__n_neighbors': 7}",-0.07604043545472394,0.19588679517924779,0.012849492725214962,-0.2769881011242965,0.10870795811823974,-0.007116858111263591,0.16285298510548532,1,-0.6115214178292571,-0.6214856932554597,-0.6981415955301188,-0.7039704475936177,-0.6936970052489686,-0.6657632318914843,0.0404749806128136,1,-0.8001322539767707,-0.8364114822783323,-0.8636012184502043,-0.833100135636282,-0.8848838991235128,-0.8436257978930204,0.028829750681224873,1
0.007414531707763672,0.00145177339070458,0.008611345291137695,0.0016028906897223756,distance,2,3,"{'model__weights': 'distance', 'model__p': 2, 'model__n_neighbors': 3}",-0.634300414874732,0.21694436850191134,-0.4233266752444962,-0.54631575899592,-0.09630891774902373,-0.29666147967245216,0.3150566608934152,8,-0.7678940821282586,-0.6092130403342978,-0.8557867384028622,-0.6995543614643803,-0.7765826875098251,-0.7418061819679248,0.08276195824391559,8,-0.9860828991002724,-0.8253871395688176,-1.036988294873835,-0.9167541209723007,-0.9813925390579553,-0.9493209987146362,0.07278156195696968,8
0.00459599494934082,0.0024729399704463187,0.007762432098388672,0.003442110335701151,uniform,2,15,"{'model__weights': 'uniform', 'model__p': 2, 'model__n_neighbors': 15}",-0.10931986314143805,0.0804498641350434,0.019894012377836834,-0.3769167124109083,-0.047832948315072565,-0.08674512947090773,0.15846097087272704,5,-0.6123627498387461,-0.6636248218828429,-0.716741835227134,-0.7381658679812126,-0.7117425048846062,-0.6885275559629084,0.04521098380804596,5,-0.8124111521766346,-0.8944356394020111,-0.8605142787273299,-0.8650826770384885,-0.9594499040504306,-0.878378730278979,0.04832805514185378,5
0.005083465576171875,0.002686495913818769,0.007034730911254883,0.0032029793350829942,uniform,1,15,"{'model__weights': 'uniform', 'model__p': 1, 'model__n_neighbors': 15}",-0.1092832214027859,0.10914254959818392,0.0037774353621775614,-0.3434630663951552,0.016777950883151815,-0.06460967039088557,0.15572123664046833,4,-0.6119544475891482,-0.6601470058316524,-0.7221579307580117,-0.7306038043985668,-0.6802192775066653,-0.6810164932168089,0.04326027396140245,4,-0.8123977347647926,-0.8803705322315355,-0.8675604534426841,-0.8545090087866137,-0.929398748135942,-0.8688472954723135,0.03792903567623979,4
