mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__weights,param_model__p,param_model__n_neighbors,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_neg_mae,split1_test_neg_mae,split2_test_neg_mae,split3_test_neg_mae,split4_test_neg_mae,mean_test_neg_mae,std_test_neg_mae,rank_test_neg_mae,split0_test_neg_rmse,split1_test_neg_rmse,split2_test_neg_rmse,split3_test_neg_rmse,split4_test_neg_rmse,mean_test_neg_rmse,std_test_neg_rmse,rank_test_neg_rmse
0.006600141525268555,0.003045497086313509,0.006855106353759766,0.002273256039399604,uniform,1,3,"{'model__weights': 'uniform', 'model__p': 1, 'model__n_neighbors': 3}",-0.02919362446083129,-0.015212093723365072,-0.5324395728208389,0.033900454278166126,0.15616154977144014,-0.0773566573910858,0.23672388237096856,10,-0.7349315541252731,-0.6718420390636836,-0.6912100630306879,-0.5763414877965786,-0.6204828012587729,-0.6589615890549991,0.05528834217298294,10,-0.8815886973374978,-0.8411666557070835,-0.9386358989611062,-0.7380117860455543,-0.8195475737749321,-0.8437901223652349,0.06664547063683592,10
0.005974721908569336,0.0010706845677760832,0.00936436653137207,0.0007774807711502141,distance,1,15,"{'model__weights': 'distance', 'model__p': 1, 'model__n_neighbors': 15}",0.004008491550711701,0.18144053019008521,0.06046407516416252,0.05946119899455049,0.16568210297658403,0.09421127977521879,0.06811755373443622,1,-0.7253136056699385,-0.549146305710538,-0.5460154991216911,-0.5819729492588256,-0.6292260736097453,-0.6063348866741478,0.06660691903272917,1,-0.867251955584222,-0.7553161589805211,-0.7349574158215758,-0.7281833037568333,-0.8149112128434389,-0.7801240093973182,0.053206608706663064,1
0.005921411514282227,0.0015774110665914632,0.009706401824951172,0.0008514521395696713,distance,2,11,"{'model__weights': 'distance', 'model__p': 2, 'model__n_neighbors': 11}",0.00953763145133113,0.1506880555757828,0.039300667555210556,0.09795906786871922,0.13349306839923625,0.08619569817005598,0.05405605488829414,3,-0.7254642062939013,-0.5623120704356774,-0.568487435231106,-0.5596231857187894,-0.6479202300838743,-0.6127614255526697,0.06521817922362884,4,-0.8648413773626379,-0.7693735881371887,-0.7431889185744037,-0.7131247034282341,-0.8304825934645946,-0.7842022361934118,0.055854344946363085,3
0.006348896026611328,0.0017273254860976737,0.010129499435424804,0.0005786266627466979,distance,1,3,"{'model__weights': 'distance', 'model__p': 1, 'model__n_neighbors': 3}",-0.021220358595512856,0.0009175471312751204,-0.5324827930619527,0.030630203009626045,0.16286564838957474,-0.07185795062539793,0.2390124155101887,9,-0.7317126774175786,-0.6646722976695213,-0.6900453562896479,-0.5785918895831954,-0.6203843832642983,-0.6570813208448483,0.0533316903790106,9,-0.8781671798719589,-0.8344576934366894,-0.9386491353015642,-0.7392598173825826,-0.8162855251517684,-0.8413638702289127,0.06621293329596258,8
0.00522308349609375,0.0006493731414176784,0.006436300277709961,0.0010491778047069568,uniform,1,7,"{'model__weights': 'uniform', 'model__p': 1, 'model__n_neighbors': 7}",-0.015861273273847232,0.15561036493996416,-0.28534224900375693,0.023773839819232423,0.2359075151781267,0.022817639531943823,0.17860609874321676,6,-0.7053984551503063,-0.5755958001286595,-0.6431886594503011,-0.5898443592947027,-0.5949128947513207,-0.6217880337550581,0.04759219101477476,6,-0.8758599583038215,-0.7671408408150856,-0.8596365498292122,-0.7418696071383085,-0.7798614947125885,-0.8048736901598031,0.05302247331523882,6
0.00549931526184082,0.0015164153468267482,0.01004786491394043,0.0008823113343178334,distance,1,5,"{'model__weights': 'distance', 'model__p': 1, 'model__n_neighbors': 5}",0.005782832738282728,0.13661918456174738,-0.3565655090058366,-0.017084231638641034,0.2123778281549349,-0.0037739790379025307,0.19553117563753575,7,-0.7086880507355209,-0.5941421819227396,-0.6362819253789145,-0.6020101668017664,-0.5938927916114022,-0.6270030232900686,0.04372483721037112,7,-0.8664791142499951,-0.7757197601552568,-0.8831324978096691,-0.7572352442131277,-0.7917780907899103,-0.8148689414435918,0.050420257636711395,7
0.0077800750732421875,0.0021946353824157244,0.009357023239135741,0.0015869837769110229,distance,2,7,"{'model__weights': 'distance', 'model__p': 2, 'model__n_neighbors': 7}",-0.04121260465483112,0.11627540675799852,-0.1314978058378229,0.12375278912645993,0.19453444801602537,0.052370446681565964,0.11996266735337224,5,-0.7193305240722471,-0.5847842893969394,-0.607742813936396,-0.5230103970532771,-0.6119127455027386,-0.6093561539923196,0.06350254699117815,3,-0.8867213767406644,-0.7848056626171036,-0.8065519379172339,-0.7028549097428758,-0.8006966275945083,-0.7963261029224771,0.058591055998611107,5
0.005854415893554688,0.00030153416691122324,0.00985574722290039,0.00021634764510884932,distance,2,3,"{'model__weights': 'distance', 'model__p': 2, 'model__n_neighbors': 3}",-0.03365546201831693,0.09122027394335108,-0.5010293216404051,0.04928297888667732,0.048821828102505904,-0.06907194054523755,0.21974618435786414,8,-0.7394028870540146,-0.6249912078842413,-0.6951726343381243,-0.5484344808138841,-0.6642850593133197,-0.6544572538807167,0.06492944607198264,8,-0.8834975954668365,-0.7958532099385178,-0.9289665342756724,-0.732112788731966,-0.8701125873073458,-0.8421085431440677,0.0696853106525866,9
0.006231546401977539,0.001303163195483426,0.007470560073852539,0.0019441157852050036,uniform,2,15,"{'model__weights': 'uniform', 'model__p': 2, 'model__n_neighbors': 15}",0.058720555904476446,0.14566711530602472,0.11293374052608407,0.040719249578045846,0.06638089054529439,0.0848843103719851,0.03862328597017708,4,-0.7089145087427934,-0.5626591823317506,-0.5409394948199311,-0.5891757743872802,-0.6735045827552594,-0.615038708607403,0.06501403527576237,5,-0.8430954727026072,-0.771644418310884,-0.7141402501087907,-0.7354027058198348,-0.8620438936406065,-0.7852653481165446,0.05825780763918763,4
0.006024789810180664,0.0019065849348847527,0.004833984375,0.0016569589250493822,uniform,1,15,"{'model__weights': 'uniform', 'model__p': 1, 'model__n_neighbors': 15}",-0.00045506834675079766,0.17519606630508577,0.06664294289303341,0.058570335954626795,0.16062300916256667,0.09211545719371236,0.06624061990902996,2,-0.7260469427217094,-0.5518027606971776,-0.5445006820693036,-0.5816029894230758,-0.6307117445796802,-0.6069330238981893,0.06683158996777887,2,-0.8691930884546177,-0.7581916882720734,-0.7325367017696316,-0.728528083818727,-0.8173781869998598,-0.7811655498629818,0.054265032302125406,2
