mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__random_strength,param_model__learning_rate,param_model__l2_leaf_reg,param_model__iterations,param_model__depth,param_model__bagging_temperature,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_neg_mae,split1_test_neg_mae,split2_test_neg_mae,split3_test_neg_mae,split4_test_neg_mae,mean_test_neg_mae,std_test_neg_mae,rank_test_neg_mae,split0_test_neg_rmse,split1_test_neg_rmse,split2_test_neg_rmse,split3_test_neg_rmse,split4_test_neg_rmse,mean_test_neg_rmse,std_test_neg_rmse,rank_test_neg_rmse
0.7419182300567627,0.11578908106553079,0.005541086196899414,0.004881498781256399,1.0,0.05,3,600,4,0.5,"{'model__random_strength': 1.0, 'model__learning_rate': 0.05, 'model__l2_leaf_reg': 3, 'model__iterations': 600, 'model__depth': 4, 'model__bagging_temperature': 0.5}",-0.45932352109207075,-0.32138531538711024,0.05748296861285007,-0.2644438171459147,-0.307378184812487,-0.2590095739649465,0.17120338405139196,14,-1.0966472810891172,-1.1491073406976144,-1.30168809251823,-1.6161159771490354,-1.5033885560677618,-1.333389449504352,0.19992284093286825,13,-1.4778133245963598,-1.479798186556946,-1.7702184372485192,-2.007207581026408,-1.8381791593013699,-1.7146433377459207,0.2074532369011297,14
9.335908937454224,2.576120285194607,0.0037769317626953126,0.005249437564285053,0.5,0.1,5,200,10,0.5,"{'model__random_strength': 0.5, 'model__learning_rate': 0.1, 'model__l2_leaf_reg': 5, 'model__iterations': 200, 'model__depth': 10, 'model__bagging_temperature': 0.5}",-0.15766988201872545,-0.22864486425342778,0.022733239914563885,-0.0659403576750881,-0.12856788998436453,-0.11161795080340839,0.08513526207144731,5,-0.9767800512493066,-1.098582597953751,-1.3186481352454906,-1.4874468539480095,-1.4170088526048588,-1.2596932982002833,0.19292076179543294,5,-1.316243241504028,-1.4269243118678308,-1.8025562249271643,-1.842930564308821,-1.7078552759656778,-1.6193019237147044,0.20989869671100997,5
1.4044676780700684,0.5401393350538228,0.005587863922119141,0.0010263224422011078,1.0,0.02,10,200,8,0.5,"{'model__random_strength': 1.0, 'model__learning_rate': 0.02, 'model__l2_leaf_reg': 10, 'model__iterations': 200, 'model__depth': 8, 'model__bagging_temperature': 0.5}",-0.08778673712265483,-0.14413938404388316,-0.03845561835367284,-0.025415378117153775,-0.03961241007315697,-0.06708190554210432,0.04399245856052672,1,-0.9520920196576611,-1.1154437769397187,-1.3666470673397955,-1.4449858162034224,-1.336081217827216,-1.2430499795935628,0.18201593935683558,1,-1.2758971475434286,-1.3769786936356214,-1.8581305619893562,-1.8075587971642018,-1.6391660424363996,-1.5915462485538014,0.23050807043950136,1
1.4348000526428222,0.5346321527271843,0.007969427108764648,0.0045143459889445126,0.0,0.03,3,200,8,0.5,"{'model__random_strength': 0.0, 'model__learning_rate': 0.03, 'model__l2_leaf_reg': 3, 'model__iterations': 200, 'model__depth': 8, 'model__bagging_temperature': 0.5}",-0.19880629810765504,-0.3860728032275733,0.03336582331444271,-0.10501245170565543,-0.045403533888023206,-0.14038585272289286,0.1443866956501198,7,-1.0026843093346438,-1.1174080155771648,-1.339860663892587,-1.516526069641208,-1.3970235389280095,-1.2747005194747225,0.18784148241716161,6,-1.339424673441752,-1.5155866590657938,-1.7927235741197092,-1.8764029451777013,-1.6437251601127258,-1.6335726023835364,0.19227187445690688,6
0.5181625366210938,0.14060235981879504,0.004359054565429688,0.004400795624440231,0.0,0.05,3,200,6,1.0,"{'model__random_strength': 0.0, 'model__learning_rate': 0.05, 'model__l2_leaf_reg': 3, 'model__iterations': 200, 'model__depth': 6, 'model__bagging_temperature': 1.0}",-0.3404344785186968,-0.413863660601139,0.07455276103510156,-0.17927929080046257,-0.17991246014148277,-0.2077874258053359,0.16814777055820057,12,-1.0671624110598343,-1.1679151459768367,-1.2765922882548772,-1.573312889569178,-1.4487505345029734,-1.30674665387274,0.1837426150255372,10,-1.4163369387805873,-1.5307050635455792,-1.7541151051531283,-1.9384332739252277,-1.7462729011198697,-1.6771726565048783,0.18354297690336144,11
2.8713722229003906,1.1037308147553837,0.008611154556274415,0.003443630291206692,0.5,0.1,7,400,8,0.0,"{'model__random_strength': 0.5, 'model__learning_rate': 0.1, 'model__l2_leaf_reg': 7, 'model__iterations': 400, 'model__depth': 8, 'model__bagging_temperature': 0.0}",-0.17639634375101498,-0.2535716902461087,0.02695266638107252,-0.17675727997861435,-0.1132437371034003,-0.13860327693961316,0.09397197085794352,6,-1.007859655386455,-1.104769207596311,-1.3557910851523514,-1.581794887353627,-1.4468330654454806,-1.299409580186845,0.21332616018901732,8,-1.32684630650443,-1.4413263971335768,-1.7986606760683561,-1.936359394435701,-1.6962206700616067,-1.6398826888407343,0.225255069625188,7
4.265466356277466,1.6281612754035653,0.0037749767303466796,0.003865335478288894,1.0,0.02,7,600,8,0.5,"{'model__random_strength': 1.0, 'model__learning_rate': 0.02, 'model__l2_leaf_reg': 7, 'model__iterations': 600, 'model__depth': 8, 'model__bagging_temperature': 0.5}",-0.1040282725429218,-0.17687933419108282,0.04930824185209137,-0.08103379487949058,-0.09189741402947971,-0.0809061147581767,0.07324219638739705,2,-0.9573997867526262,-1.0775484337251653,-1.31866038737944,-1.5001513621226168,-1.396054142181148,-1.2499628224321992,0.201978308640983,3,-1.2853869441675239,-1.3965410988095939,-1.777878675192342,-1.8559324082640223,-1.6798795360529868,-1.599123732497294,0.2208601462999697,2
1.5022384643554687,0.40153630656139283,0.00594019889831543,0.005302063357730681,0.0,0.05,5,600,6,0.0,"{'model__random_strength': 0.0, 'model__learning_rate': 0.05, 'model__l2_leaf_reg': 5, 'model__iterations': 600, 'model__depth': 6, 'model__bagging_temperature': 0.0}",-0.4226890937609389,-0.39945426086848035,0.0855377430235269,-0.15933725256270637,-0.29336310042687663,-0.23786119291909508,0.1866049384415178,13,-1.1228049696013052,-1.1386267904359755,-1.2944486561284279,-1.5673091234839134,-1.5141201737213872,-1.3274619426742018,0.18493297910149978,12,-1.4591461310876293,-1.5228849931609825,-1.7436734267669878,-1.9219735894544072,-1.828299978340138,-1.6951956237620291,0.17714707376944605,13
0.2567716121673584,0.04550421627512393,0.0050639152526855465,0.005074051523166422,0.0,0.05,7,200,4,1.0,"{'model__random_strength': 0.0, 'model__learning_rate': 0.05, 'model__l2_leaf_reg': 7, 'model__iterations': 200, 'model__depth': 4, 'model__bagging_temperature': 1.0}",-0.18649485744096927,-0.2968237573237822,-0.011278621317430959,-0.19647911934177786,-0.22701996233215582,-0.1836192635512232,0.09441802789902273,10,-1.06146566325493,-1.1245195254087539,-1.342511034274502,-1.6037588562054685,-1.4650522961335644,-1.3194614750554436,0.203527478699961,11,-1.332529145822602,-1.4659806289595485,-1.8336551792646014,-1.952518160291567,-1.7807913402150093,-1.6730948909106658,0.23423784454759558,10
28.029089212417603,7.945437827264879,0.005272912979125977,0.004710429625727388,1.0,0.1,5,600,10,1.0,"{'model__random_strength': 1.0, 'model__learning_rate': 0.1, 'model__l2_leaf_reg': 5, 'model__iterations': 600, 'model__depth': 10, 'model__bagging_temperature': 1.0}",-0.051078053011541336,-0.1536920797942012,0.014494097951786467,-0.09582510049706428,-0.1349657881460642,-0.0842133846994169,0.06062845010200036,4,-0.9374762771591489,-1.085642835444582,-1.3132866006886896,-1.5127276921463044,-1.4299807472999282,-1.2558228305477308,0.21444763069195122,4,-1.2541840425450927,-1.3827151085069183,-1.810138773496886,-1.8685862209032371,-1.712689385641927,-1.605662706218812,0.24316119308607803,4
