mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__subsample,param_model__reg_lambda,param_model__reg_alpha,param_model__num_leaves,param_model__n_estimators,param_model__min_child_samples,param_model__max_depth,param_model__learning_rate,param_model__colsample_bytree,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1_weighted,split1_test_f1_weighted,split2_test_f1_weighted,split3_test_f1_weighted,split4_test_f1_weighted,mean_test_f1_weighted,std_test_f1_weighted,rank_test_f1_weighted
0.5068255424499511,0.25217597940629766,0.013004779815673828,0.007256510328534829,0.7,0.1,0.0,31,400,10,10,0.03,0.7,"{'model__subsample': 0.7, 'model__reg_lambda': 0.1, 'model__reg_alpha': 0.0, 'model__num_leaves': 31, 'model__n_estimators': 400, 'model__min_child_samples': 10, 'model__max_depth': 10, 'model__learning_rate': 0.03, 'model__colsample_bytree': 0.7}",0.5263157894736842,0.5,0.5789473684210527,0.3684210526315789,0.34210526315789475,0.4631578947368421,0.09206766149755738,7,0.508625031478217,0.5085427038335626,0.5557017543859649,0.35094681147312723,0.32367274395138174,0.4494978090244507,0.09360112410379563,7
0.29922871589660643,0.16971248891153487,0.0061530590057373045,0.005844248573768904,1.0,1.0,1.0,31,400,20,-1,0.02,0.7,"{'model__subsample': 1.0, 'model__reg_lambda': 1.0, 'model__reg_alpha': 1.0, 'model__num_leaves': 31, 'model__n_estimators': 400, 'model__min_child_samples': 20, 'model__max_depth': -1, 'model__learning_rate': 0.02, 'model__colsample_bytree': 0.7}",0.47368421052631576,0.5526315789473685,0.5789473684210527,0.47368421052631576,0.3157894736842105,0.4789473684210527,0.09176629354822473,3,0.47218045112781953,0.5702677746999076,0.5595251121566911,0.4544258373205742,0.28776196713503216,0.468832228488005,0.10150819024216476,4
0.4565690040588379,0.27027430707931527,0.011475610733032226,0.00781901883956495,1.0,1.0,0.01,15,400,20,10,0.02,1.0,"{'model__subsample': 1.0, 'model__reg_lambda': 1.0, 'model__reg_alpha': 0.01, 'model__num_leaves': 15, 'model__n_estimators': 400, 'model__min_child_samples': 20, 'model__max_depth': 10, 'model__learning_rate': 0.02, 'model__colsample_bytree': 1.0}",0.4473684210526316,0.5526315789473685,0.5789473684210527,0.39473684210526316,0.3684210526315789,0.46842105263157896,0.08388093395004859,5,0.4491711735479048,0.5696450428396573,0.5706367122271012,0.3824333561175666,0.3497558942605382,0.46432843579855365,0.09214819727507334,5
0.1124312400817871,0.0654198331915752,0.00707697868347168,0.007178348496728871,0.85,5.0,0.01,127,200,40,4,0.05,0.85,"{'model__subsample': 0.85, 'model__reg_lambda': 5.0, 'model__reg_alpha': 0.01, 'model__num_leaves': 127, 'model__n_estimators': 200, 'model__min_child_samples': 40, 'model__max_depth': 4, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.85}",0.4473684210526316,0.5,0.5789473684210527,0.4473684210526316,0.3157894736842105,0.4578947368421053,0.08583950752789522,10,0.27655502392344494,0.5160905696736119,0.5644326333074065,0.4182742121762086,0.28202166859154154,0.4114748215344427,0.11776947758094333,10
0.5319903373718262,0.29673740403763066,0.009815263748168945,0.007612565851115383,0.85,0.0,0.1,63,600,20,8,0.02,0.7,"{'model__subsample': 0.85, 'model__reg_lambda': 0.0, 'model__reg_alpha': 0.1, 'model__num_leaves': 63, 'model__n_estimators': 600, 'model__min_child_samples': 20, 'model__max_depth': 8, 'model__learning_rate': 0.02, 'model__colsample_bytree': 0.7}",0.39473684210526316,0.5526315789473685,0.6052631578947368,0.39473684210526316,0.3684210526315789,0.4631578947368421,0.096475277788544,7,0.39712324288983325,0.5670426065162907,0.5923186344238976,0.36879699248120307,0.34520123839009287,0.4540965429402635,0.10415595751723342,6
0.12022972106933594,0.07178596580887261,0.00783367156982422,0.007001923128659264,0.7,1.0,0.01,15,200,40,6,0.03,1.0,"{'model__subsample': 0.7, 'model__reg_lambda': 1.0, 'model__reg_alpha': 0.01, 'model__num_leaves': 15, 'model__n_estimators': 200, 'model__min_child_samples': 40, 'model__max_depth': 6, 'model__learning_rate': 0.03, 'model__colsample_bytree': 1.0}",0.4473684210526316,0.5789473684210527,0.5789473684210527,0.42105263157894735,0.3157894736842105,0.46842105263157896,0.10041465278073114,5,0.27655502392344494,0.5980576441102756,0.5617053768023297,0.40690838791130757,0.2890417331206805,0.4264536331736076,0.1337719033787093,8
0.3162403583526611,0.15849257942016107,0.004754781723022461,0.006005574973396018,0.7,1.0,1.0,63,400,20,4,0.02,0.85,"{'model__subsample': 0.7, 'model__reg_lambda': 1.0, 'model__reg_alpha': 1.0, 'model__num_leaves': 63, 'model__n_estimators': 400, 'model__min_child_samples': 20, 'model__max_depth': 4, 'model__learning_rate': 0.02, 'model__colsample_bytree': 0.85}",0.4473684210526316,0.5789473684210527,0.5526315789473685,0.5,0.34210526315789475,0.4842105263157895,0.08421052631578949,2,0.445906432748538,0.585916161400926,0.5344238975817923,0.4907546226886556,0.3270137709866063,0.4768029770813036,0.08810437968799387,2
0.25676541328430175,0.09981873147141719,0.008423042297363282,0.008001444633579264,0.7,1.0,1.0,63,600,20,-1,0.05,1.0,"{'model__subsample': 0.7, 'model__reg_lambda': 1.0, 'model__reg_alpha': 1.0, 'model__num_leaves': 63, 'model__n_estimators': 600, 'model__min_child_samples': 20, 'model__max_depth': -1, 'model__learning_rate': 0.05, 'model__colsample_bytree': 1.0}",0.42105263157894735,0.631578947368421,0.5789473684210527,0.47368421052631576,0.2894736842105263,0.47894736842105257,0.12047919097115364,4,0.424812030075188,0.6349282296650717,0.5595251121566911,0.4567336214933469,0.2786266742124128,0.4709251335205421,0.12169920832493374,3
0.4055748462677002,0.23795506191718607,0.003197383880615234,0.0063947677612304675,0.85,1.0,0.01,127,400,20,-1,0.03,0.85,"{'model__subsample': 0.85, 'model__reg_lambda': 1.0, 'model__reg_alpha': 0.01, 'model__num_leaves': 127, 'model__n_estimators': 400, 'model__min_child_samples': 20, 'model__max_depth': -1, 'model__learning_rate': 0.03, 'model__colsample_bytree': 0.85}",0.47368421052631576,0.5789473684210527,0.6052631578947368,0.4473684210526316,0.3684210526315789,0.4947368421052631,0.08712076503814131,1,0.47850174635673853,0.5920431433541014,0.5980203888098625,0.4139097744360902,0.3489049420937966,0.48627599901011775,0.0978178043263318,1
0.20126938819885254,0.1264796765664778,0.009478569030761719,0.007739691569562835,1.0,5.0,0.01,127,400,40,10,0.05,0.85,"{'model__subsample': 1.0, 'model__reg_lambda': 5.0, 'model__reg_alpha': 0.01, 'model__num_leaves': 127, 'model__n_estimators': 400, 'model__min_child_samples': 40, 'model__max_depth': 10, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.85}",0.4473684210526316,0.4473684210526316,0.6578947368421053,0.42105263157894735,0.34210526315789475,0.4631578947368421,0.1047355196954337,7,0.27655502392344494,0.4631066302118934,0.6290606900025183,0.3944710260499734,0.3187840290381125,0.41639547984518843,0.1240745367068715,9
