mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__alpha,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1_weighted,split1_test_f1_weighted,split2_test_f1_weighted,split3_test_f1_weighted,split4_test_f1_weighted,mean_test_f1_weighted,std_test_f1_weighted,rank_test_f1_weighted
0.010809993743896485,0.002320409477507182,0.006322526931762695,0.0009173900634038237,0.1,{'model__alpha': 0.1},0.4473684210526316,0.5789473684210527,0.5789473684210527,0.4473684210526316,0.4473684210526316,0.5,0.06446025638903102,4,0.43278195488721805,0.6128542510121457,0.546764638869902,0.41158818097876265,0.4194309302668436,0.48468399120297445,0.08071728826203982,5
0.00861353874206543,0.0011936564053247887,0.005973386764526367,0.00084794324875251,1.0,{'model__alpha': 1.0},0.42105263157894735,0.5789473684210527,0.5526315789473685,0.4473684210526316,0.42105263157894735,0.4842105263157895,0.06781104593013228,6,0.412781954887218,0.5947368421052631,0.5280026990553306,0.4079328756674294,0.4002870813397129,0.4687482906109908,0.07861537080202936,6
0.008804750442504884,0.001468003334354852,0.006475019454956055,0.0015631588445767402,5.0,{'model__alpha': 5.0},0.39473684210526316,0.6052631578947368,0.631578947368421,0.47368421052631576,0.39473684210526316,0.5,0.10123886348248075,4,0.3974481658692185,0.6233266092059416,0.6072199730094466,0.4420590951061866,0.3653250773993808,0.48707578411803476,0.10759345732018033,4
0.00893402099609375,0.001028574302688798,0.006303262710571289,0.0010781154374444623,10.0,{'model__alpha': 10.0},0.39473684210526316,0.631578947368421,0.6578947368421053,0.47368421052631576,0.39473684210526316,0.5105263157894737,0.11361596392064685,3,0.3819548872180451,0.6489645165545442,0.6238866396761134,0.42345576860812323,0.3653250773993808,0.48871737789124126,0.12233792679531837,3
0.00989360809326172,0.001668048226492364,0.0058019161224365234,0.0007513262254612913,25.0,{'model__alpha': 25.0},0.39473684210526316,0.7105263157894737,0.6842105263157895,0.47368421052631576,0.39473684210526316,0.531578947368421,0.13865199865599465,2,0.36884258701674094,0.7124401913875599,0.6512069647803721,0.4207365259996839,0.3647270349787512,0.5035906608326217,0.14813079169808083,1
0.009312915802001952,0.0016606595384982745,0.0059988975524902345,0.0012656886345306215,50.0,{'model__alpha': 50.0},0.4473684210526316,0.7105263157894737,0.6842105263157895,0.47368421052631576,0.3684210526315789,0.5368421052631579,0.13582618842698885,1,0.4217151269782848,0.7124401913875599,0.6512069647803721,0.3955063096337334,0.326555023923445,0.5014847233406791,0.15173264084861107,2
