id,match_id,minute,second,period,event_type,outcome,team_name,player_name,x,y,is_shot,is_goal,qualifier_text,body_part,shot_zone,shot_distance,shot_angle,is_big_chance,is_header,is_right_foot,is_left_foot,is_penalty,is_volley,first_touch,from_corner,is_counter
6491,1,2,4.0,FirstHalf,SavedShot,Successful,Liverpool,Hugo Ekitiké,76.8,68.7,1,0,blockedy 52.0 zone center goalmouthy 52.9 outofboxcentre rightfoot individualplay oppositerelatedevent 21 blockedx 98.9 lowleft goalmouthz 3.2 relatedeventid 41 regularplay assisted,Right foot,Box,29.798154305258578,0.6784096888661106,0,0,1,0,0,0,0,0,0
6518,1,3,39.0,FirstHalf,SavedShot,Successful,Liverpool,Mohamed Salah,85.6,31.3,1,0,boxright zone center goalmouthy 51.6 blockedx 98.6 relatedeventid 57 leftfoot blockedy 46.2 oppositerelatedevent 34 goalmouthz 27.8 regularplay individualplay assisted highcentre,Left foot,Box,23.6019067026374,0.9145840382381858,0,0,0,1,0,0,0,0,0
6527,1,4,27.0,FirstHalf,MissedShots,Successful,Liverpool,Virgil van Dijk,91.4,50.5,1,0,goalmouthz 66.7 assisted zone center goalmouthy 50.9 bigchance intentionalassist misshigh fromcorner firsttouch relatedeventid 64 boxcentre head,Head,Box,8.614522621712704,0.05807415956295397,1,1,0,0,0,0,1,1,0
6559,1,5,55.0,FirstHalf,MissedShots,Successful,Bournemouth,Antoine Semenyo,91.1,45.0,1,0,relatedeventid 56 goalmouthz 90.3 rightfoot intentionalassist misshigh goalmouthy 51.3 boxcentre bigchance zone center assisted regularplay firsttouch,Right foot,Box,10.208329931972228,0.5118558424318239,1,0,1,0,0,0,1,0,0
6614,1,9,44.0,FirstHalf,MissedShots,Successful,Bournemouth,Evanilson,94.9,41.1,1,0,fromcorner missleft blockedx 98.0 smallboxright relatedeventid 86 zone center assisted firsttouch intentionalassist blockedy 52.9 goalmouthz 6.9 head goalmouthy 63.7,Head,SmallBox,10.257680049601856,1.0504410232949033,0,1,0,0,0,0,1,1,0
6918,1,30,52.0,FirstHalf,SavedShot,Successful,Liverpool,Virgil van Dijk,91.2,53.2,1,0,goalmouthy 49.7 assisted fromcorner head intentionalassist goalmouthz 35.4 zone center blockedx 99.1 relatedeventid 290 oppositerelatedevent 228 blockedy 50.9 boxcentre firsttouch highcentre,Head,Box,9.363759928575698,0.3487710035839074,0,1,0,0,0,0,1,1,0
6982,1,34,27.0,FirstHalf,SavedShot,Successful,Bournemouth,Marcus Tavernier,87.0,52.1,1,0,assisted goalmouthy 48.5 rightfoot bigchance relatedeventid 267 blockedy 50.2 firsttouch boxcentre regularplay intentionalassist blockedx 98.2 oppositerelatedevent 321 goalmouthz 19.0 lowcentre zone center,Right foot,Box,13.168523075880605,0.16015496112206576,1,0,1,0,0,0,1,0,0
7018,1,36,16.0,FirstHalf,Goal,Successful,Liverpool,Hugo Ekitiké,89.1,52.4,1,1,lowright assisted boxcentre goalmouthy 48.0 zone center relatedeventid 348 rightfoot regularplay bigchance goalmouthz 3.2 individualplay,Right foot,Box,11.1610931364271,0.21672531372473983,1,0,1,0,0,0,0,0,0
7034,1,38,15.0,FirstHalf,MissedShots,Successful,Liverpool,Hugo Ekitiké,94.2,48.3,1,0,zone center head misshigh regularplay goalmouthy 53.9 firsttouch boxcentre bigchance assisted relatedeventid 358 goalmouthz 68.1 intentionalassist,Head,Box,6.044005294504628,0.28511773517259675,1,1,0,0,0,0,1,0,0
7108,1,41,40.0,FirstHalf,SavedShot,Successful,Bournemouth,David Brooks,85.5,68.5,1,0,oppositerelatedevent 401 goalmouthy 53.0 regularplay zone center blockedy 67.5 rightfoot goalmouthz 19 blocked boxleft blockedx 86.4 lowleft,Right foot,Box,23.50531854708632,0.906021831977551,0,0,1,0,0,0,0,0,0
7222,1,46,42.0,SecondHalf,MissedShots,Successful,Liverpool,Hugo Ekitiké,96.1,52.1,1,0,relatedeventid 472 assisted misshigh fromcorner otherbodypart smallboxcentre zone center intentionalassist goalmouthy 55.0 firsttouch goalmouthz 77.8,Other,SmallBox,4.429446918070026,0.4939413689195809,0,0,0,0,0,0,1,1,0
7173,1,46,51.0,FirstHalf,SavedShot,Successful,Bournemouth,Marcus Tavernier,75.4,32.1,1,0,leftfoot goalmouthy 50.7 zone center blockedy 39.2 oppositerelatedevent 439 lowcentre goalmouthz 19 blocked directfreekick blockedx 84.9 outofboxcentre,Left foot,Box,30.423181950611276,0.6290379490496846,0,0,0,1,0,0,0,0,0
7188,1,47,48.0,FirstHalf,SavedShot,Successful,Liverpool,Mohamed Salah,85.0,42.7,1,0,blocked boxcentre oppositerelatedevent 359 assisted blockedy 43.5 leftfoot goalmouthy 52.0 individualplay blockedx 86.3 lowleft fastbreak intentionalassist zone center relatedeventid 448 goalmouthz 19,Left foot,Box,16.68202625582396,0.4529241594681927,0,0,0,1,0,0,0,0,1
7193,1,48,0.0,FirstHalf,MissedShots,Successful,Bournemouth,Evanilson,87.7,65.6,1,0,boxleft assisted missleft goalmouthz 8.3 leftfoot zone center relatedeventid 362 goalmouthy 59.3 fastbreak individualplay,Left foot,Box,19.86579975737196,0.9031307382015419,0,0,0,1,0,0,0,0,1
7258,1,48,23.0,SecondHalf,Goal,Successful,Liverpool,Cody Gakpo,85.1,49.2,1,1,rightfoot regularplay boxcentre individualplay lowright goalmouthz 3.2 relatedeventid 495 assisted zone center goalmouthy 47.1 intentionalassist,Right foot,Box,14.921461054467828,0.053639771326814877,0,0,1,0,0,0,0,0,0
7289,1,51,6.0,SecondHalf,SavedShot,Successful,Liverpool,Alexis Mac Allister,76.0,34.8,1,0,blockedx 98.8 blockedy 48.6 rightfoot relatedeventid 519 outofboxcentre zone center individualplay assisted oppositerelatedevent 409 regularplay goalmouthy 52.2 goalmouthz 29.1 highleft,Right foot,Box,28.40844944730353,0.5645693936681001,0,0,1,0,0,0,0,0,0
7295,1,52,39.0,SecondHalf,SavedShot,Successful,Liverpool,Jeremie Frimpong,75.4,37.2,1,0,goalmouthz 19 blockedy 39.7 blocked oppositerelatedevent 412 rightfoot volley outofboxcentre firsttouch goalmouthy 48.8 blockedx 80.7 lowcentre fromcorner zone center,Right foot,Box,27.730849247724088,0.47977524284444234,0,0,1,0,0,1,1,1,0
7307,1,53,3.0,SecondHalf,MissedShots,Successful,Liverpool,Dominik Szoboszlai,70.9,55.7,1,0,goalmouthy 27.4 highright outofboxcentre goalmouthz 77.8 zone center rightfoot regularplay individualplay firsttouch,Right foot,Box,29.652993103563755,0.19342732671084753,0,0,1,0,0,0,1,0,0
7453,1,62,14.0,SecondHalf,MissedShots,Successful,Liverpool,Florian Wirtz,84.0,45.8,1,0,assisted intentionalassist goalmouthy 57.3 firsttouch goalmouthz 5.6 boxcentre relatedeventid 621 zone center regularplay rightfoot,Right foot,Box,16.542067585401774,0.25670833043338587,0,0,1,0,0,0,1,0,0
7475,1,63,7.0,SecondHalf,Goal,Successful,Bournemouth,Antoine Semenyo,90.8,51.3,1,1,firsttouch bigchance leftfoot zone center boxcentre fastbreak highcentre relatedeventid 503 assisted goalmouthy 50.9 goalmouthz 20.9 intentionalassist,Left foot,Box,9.291393867445295,0.140374985764333,1,0,0,1,0,0,1,0,1
7576,1,69,12.0,SecondHalf,SavedShot,Successful,Liverpool,Cody Gakpo,85.2,76.1,1,0,blockedx 98.6 goalmouthz 14.6 lowright boxleft goalmouthy 47.4 relatedeventid 691 blockedy 54.5 oppositerelatedevent 543 assisted zone center rightfoot regularplay,Right foot,Box,30.004166377354988,1.0549573522069866,0,0,1,0,0,0,0,0,0
7618,1,70,28.0,SecondHalf,SavedShot,Successful,Bournemouth,David Brooks,90.9,61.1,1,0,goalmouthz 19 zone center intentionalassist relatedeventid 568 leftfoot boxcentre oppositerelatedevent 707 blockedy 57.6 blocked blockedx 93.4 lowcentre individualplay regularplay goalmouthy 48.5 assisted,Left foot,Box,14.353396810511438,0.8840864240458552,0,0,0,1,0,0,0,0,0
7626,1,70,41.0,SecondHalf,MissedShots,Successful,Bournemouth,Evanilson,91.2,59.5,1,0,zone center head boxcentre relatedeventid 575 misshigh goalmouthy 49.9 firsttouch regularplay intentionalassist assisted goalmouthz 65.3,Head,Box,12.949517365523702,0.8236308898330501,0,1,0,0,0,0,1,0,0
7705,1,75,56.0,SecondHalf,Goal,Successful,Bournemouth,Antoine Semenyo,82.5,48.3,1,1,goalmouthy 46.9 lowright zone center relatedeventid 617 fastbreak outofboxcentre individualplay leftfoot goalmouthz 3.2 assisted,Left foot,Box,17.582377541163197,0.09683900526130718,0,0,0,1,0,0,0,0,1
7738,1,79,32.0,SecondHalf,MissedShots,Successful,Liverpool,Dominik Szoboszlai,85.5,44.2,1,0,zone center boxcentre goalmouthz 62.5 assisted regularplay leftfoot goalmouthy 61.5 highleft intentionalassist relatedeventid 773,Left foot,Box,15.61697794069006,0.38050637711236474,0,0,0,1,0,0,0,0,0
7756,1,80,23.0,SecondHalf,SavedShot,Successful,Liverpool,Dominik Szoboszlai,86.5,33.6,1,0,boxright goalmouthy 51.0 goalmouthz 25.3 assisted rightfoot highcentre blockedy 47.1 oppositerelatedevent 639 firsttouch zone center throwinsetpiece relatedeventid 787 intentionalassist blockedx 98.5,Right foot,Box,21.241704263076443,0.882085705143688,0,0,1,0,0,0,1,0,0
7858,1,87,23.0,SecondHalf,MissedShots,Successful,Liverpool,Cody Gakpo,91.1,61.1,1,0,rightfoot blockedy 46.4 boxcentre goalmouthy 11.3 blockedx 94.9 zone center goalmouthz 13.9 missright setpiece firsttouch,Right foot,Box,14.22743827960607,0.8949576901713924,0,0,1,0,0,0,1,0,0
7872,1,87,46.0,SecondHalf,Goal,Successful,Liverpool,Federico Chiesa,89.8,53.4,1,1,goalmouthz 8.9 boxcentre zone center lowright volley firsttouch rightfoot regularplay goalmouthy 46.1,Right foot,Box,10.751744044572492,0.32175055439664196,0,0,1,0,0,1,1,0,0
7945,1,93,51.0,SecondHalf,Goal,Successful,Liverpool,Mohamed Salah,89.9,61.3,1,1,lowright assisted relatedeventid 902 individualplay goalmouthz 1.9 zone center fastbreak goalmouthy 47.2 rightfoot boxcentre,Right foot,Box,15.155856953666454,0.8414142669406277,0,0,1,0,0,0,0,0,1
8006,2,2,30.0,FirstHalf,SavedShot,Successful,Newcastle,Anthony Elanga,86.8,43.3,1,0,intentionalassist blockedx 95.1 rightfoot fastbreak assisted goalmouthy 51.7 blockedy 47.1 oppositerelatedevent 22 boxcentre goalmouthz 17.7 bigchance relatedeventid 21 zone center lowcentre,Right foot,Box,14.803040228277437,0.46968983154150695,1,0,1,0,0,0,0,0,1
8014,2,2,42.0,FirstHalf,SavedShot,Successful,Newcastle,Anthony Gordon,85.9,66.7,1,0,regularplay boxleft blockedx 88.2 goalmouthz 19 goalmouthy 48.8 blocked individualplay rightfoot oppositerelatedevent 28 blockedy 63.7 zone center lowcentre,Right foot,Box,21.856349191939625,0.869614085898478,0,0,1,0,0,0,0,0,0
8065,2,7,23.0,FirstHalf,SavedShot,Successful,Newcastle,Anthony Gordon,84.8,61.7,1,0,setpiece goalmouthz 8.3 blockedy 60.3 goalmouthy 54.3 rightfoot zone center oppositerelatedevent 75 volley firsttouch blockedx 86.4 boxcentre blocked lowleft,Right foot,Box,19.18150150535667,0.6560134901850584,0,0,1,0,0,1,1,0,0
8120,2,10,29.0,FirstHalf,MissedShots,Successful,Newcastle,Anthony Gordon,93.0,47.0,1,0,regularplay assisted firsttouch bigchance relatedeventid 91 head goalmouthz 72.2 goalmouthy 45.7 boxcentre misshigh zone center intentionalassist,Head,Box,7.615773105863909,0.40489178628508343,1,1,0,0,0,0,1,0,0
8179,2,12,42.0,FirstHalf,MissedShots,Successful,Newcastle,Anthony Elanga,91.2,36.2,1,0,zone center volley goalmouthz 4.2 relatedeventid 120 blockedy 52.5 missleft blockedx 93.8 intentionalassist regularplay assisted boxright firsttouch goalmouthy 99.7 rightfoot,Right foot,Box,16.36704005005181,1.003129902423017,0,0,1,0,0,1,1,0,0
8222,2,15,45.0,FirstHalf,SavedShot,Successful,Newcastle,Anthony Gordon,78.4,61.3,1,0,blockedx 98.4 zone center rightfoot individualplay firsttouch lowleft goalmouthz 1.9 relatedeventid 148 setpiece intentionalassist oppositerelatedevent 127 assisted goalmouthy 53.1 outofboxcentre blockedy 50.5,Right foot,Box,24.377243486497807,0.48199417411392637,0,0,1,0,0,0,1,0,0
8394,2,26,28.0,FirstHalf,SavedShot,Successful,Newcastle,Anthony Gordon,84.9,65.1,1,0,goalmouthz 19 intentionalassist boxleft assisted fastbreak blocked relatedeventid 248 goalmouthy 49.9 lowcentre blockedy 61.7 oppositerelatedevent 211 zone center rightfoot blockedx 88.2,Right foot,Box,21.354624791833725,0.7853981633974483,0,0,1,0,0,0,0,0,1
8405,2,27,0.0,FirstHalf,MissedShots,Successful,Newcastle,Fabian Schär,73.8,34.6,1,0,outofboxcentre rightfoot regularplay assisted individualplay goalmouthy 42.2 zone center goalmouthz 88.9 relatedeventid 257 highright,Right foot,Box,30.39078807796863,0.5313904002708546,0,0,1,0,0,0,0,0,0
8696,2,46,19.0,SecondHalf,SavedShot,Successful,Aston Villa,Boubacar Kamara,90.1,47.3,1,0,highcentre goalmouthz 20.9 fromcorner boxcentre relatedeventid 364 firsttouch blockedx 98.9 head assisted oppositerelatedevent 421 bigchance goalmouthy 50.3 zone center intentionalassist blockedy 49.3,Head,Box,10.261578825892249,0.2662520491509255,1,1,0,0,0,0,1,1,0
8916,2,64,15.0,SecondHalf,SavedShot,Successful,Aston Villa,Ollie Watkins,85.3,44.6,1,0,blockedx 98.0 relatedeventid 495 lowcentre zone center goalmouthz 19.6 oppositerelatedevent 531 boxcentre assisted regularplay intentionalassist goalmouthy 51.0 blockedy 49.1 leftfoot,Left foot,Box,15.660459763365829,0.35204431431541716,0,0,0,1,0,0,0,0,0
8936,2,67,28.0,SecondHalf,MissedShots,Successful,Newcastle,Fabian Schär,76.3,45.5,1,0,goalmouthz 91.7 rightfoot firsttouch outofboxcentre highright relatedeventid 542 individualplay zone center goalmouthy 42.4 intentionalassist setpiece assisted,Right foot,Box,24.123432591569554,0.18763977180436622,0,0,1,0,0,0,1,0,0
9001,2,71,10.0,SecondHalf,SavedShot,Successful,Newcastle,Anthony Gordon,67.7,59.3,1,0,goalmouthz 19 relatedeventid 582 zone center blockedx 78.2 blockedy 56.0 outofboxcentre rightfoot lowcentre individualplay blocked fromcorner goalmouthy 49.1 assisted oppositerelatedevent 534,Right foot,Box,33.61220016601115,0.2803429745103971,0,0,1,0,0,0,0,1,0
9025,2,72,51.0,SecondHalf,SavedShot,Successful,Newcastle,Harvey Barnes,89.8,60.9,1,0,blocked blockedy 57.8 zone center intentionalassist volley goalmouthy 51.0 regularplay lowcentre oppositerelatedevent 545 blockedx 93.0 relatedeventid 602 goalmouthz 19 boxcentre assisted firsttouch rightfoot,Right foot,Box,14.92816130673835,0.8185613559000129,0,0,1,0,0,1,1,0,0
9060,2,76,5.0,SecondHalf,SavedShot,Successful,Newcastle,Harvey Barnes,81.3,46.0,1,0,zone center goalmouthy 46.3 blockedx 82.9 rightfoot individualplay assisted lowright regularplay oppositerelatedevent 555 relatedeventid 631 outofboxcentre blockedy 46.0 blocked goalmouthz 19,Right foot,Box,19.12302277360983,0.2107281031440264,0,0,1,0,0,0,0,0,0
9219,2,86,53.0,SecondHalf,SavedShot,Successful,Aston Villa,Donyell Malen,91.8,27.6,1,0,intentionalassist goalmouthy 52.9 fastbreak goalmouthz 2.5 relatedeventid 607 boxright rightfoot assisted oppositerelatedevent 749 zone center blockedx 98.6 blockedy 45.5 lowleft,Right foot,Box,23.853720883753127,1.2198763293844679,0,0,1,0,0,0,0,0,1
9227,2,87,20.0,SecondHalf,MissedShots,Successful,Newcastle,Harvey Barnes,83.6,67.7,1,0,boxleft regularplay relatedeventid 755 assisted goalmouthz 90.3 goalmouthy 28.7 rightfoot zone center individualplay highright,Right foot,Box,24.129857024027313,0.8235028775445693,0,0,1,0,0,0,0,0,0
9266,2,90,46.0,SecondHalf,SavedShot,Successful,Newcastle,Anthony Gordon,72.2,53.6,1,0,blockedy 50.5 relatedeventid 780 oppositerelatedevent 623 goalmouthz 5.7 assisted outofboxcentre blockedx 97.5 regularplay goalmouthy 47.3 zone center rightfoot lowright individualplay,Right foot,Box,28.032124428947583,0.12877974443107257,0,0,1,0,0,0,0,0,0
9310,2,93,39.0,SecondHalf,SavedShot,Successful,Newcastle,William Osula,83.6,31.8,1,0,boxright relatedeventid 803 oppositerelatedevent 646 blockedx 89.3 blockedy 38.6 goalmouthy 51.5 regularplay individualplay zone center assisted goalmouthz 19 leftfoot lowcentre blocked,Left foot,Box,24.498979570586204,0.8373744289663594,0,0,0,1,0,0,0,0,0
9335,2,96,3.0,SecondHalf,MissedShots,Successful,Newcastle,Fabian Schär,35.5,30.9,1,0,assisted blockedy 24.9 missright goalmouthy 26.2 blockedx 73.1 thirtyfivepluscentre individualplay rightfoot relatedeventid 819 zone back goalmouthz 13.9 regularplay,Right foot,Unknown,67.26856621037794,0.2878970772055687,0,0,1,0,0,0,0,0,0
9362,3,1,17.0,FirstHalf,MissedShots,Successful,Fulham,Raúl Jiménez,93.0,64.4,1,0,goalmouthy 65.2 missleft assisted goalmouthz 8.3 boxleft regularplay intentionalassist relatedeventid 15 leftfoot zone center,Left foot,Box,16.01124604770035,1.11832143723283,0,0,0,1,0,0,0,0,0
9542,3,13,51.0,FirstHalf,MissedShots,Successful,Brighton,Carlos Baleba,74.0,46.4,1,0,outofboxcentre regularplay volley highleft goalmouthy 63.5 rightfoot zone center individualplay firsttouch goalmouthz 86.1,Right foot,Box,26.24804754643667,0.13758673647034994,0,0,1,0,0,1,1,0,0
9738,3,25,4.0,FirstHalf,SavedShot,Successful,Brighton,Georginio Rutter,75.0,63.2,1,0,rightfoot individualplay assisted relatedeventid 214 blockedy 50.2 blockedx 98.9 lowleft zone center outofboxcentre regularplay oppositerelatedevent 220 goalmouthz 3.2 goalmouthy 54.0,Right foot,Box,28.270833026283466,0.4857958854403141,0,0,1,0,0,0,0,0,0
9786,3,27,42.0,FirstHalf,MissedShots,Successful,Brighton,Kaoru Mitoma,93.3,59.7,1,0,zone center boxcentre regularplay assisted intentionalassist relatedeventid 246 goalmouthy 48.7 head goalmouthz 54.2 firsttouch,Head,Box,11.788977903109332,0.9663246241515698,0,1,0,0,0,0,1,0,0
9932,3,37,18.0,FirstHalf,SavedShot,Successful,Brighton,Georginio Rutter,79.6,44.9,1,0,individualplay assisted blocked blockedy 45.7 regularplay lowleft goalmouthz 19 goalmouthy 52.6 outofboxcentre zone center leftfoot oppositerelatedevent 293 blockedx 81.6 relatedeventid 342,Left foot,Box,21.027838690650075,0.24497866312686414,0,0,0,1,0,0,0,0,0
9983,3,42,3.0,FirstHalf,SavedShot,Successful,Brighton,Mats Wieffer,89.0,42.3,1,0,goalmouthy 50.9 goalmouthz 23.4 setpiece relatedeventid 373 blockedy 48.9 zone center assisted highcentre boxcentre head firsttouch blockedx 99.1 oppositerelatedevent 312 intentionalassist,Head,Box,13.427211177307075,0.6107259643892088,0,1,0,0,0,0,1,0,0
9997,3,42,44.0,FirstHalf,MissedShots,Successful,Fulham,Harry Wilson,96.6,38.5,1,0,goalmouthz 56.9 head assisted relatedeventid 325 smallboxright intentionalassist firsttouch regularplay zone center goalmouthy 45.4,Head,SmallBox,11.992080720208651,1.2833331213096142,0,1,0,0,0,0,1,0,0
10059,3,47,51.0,SecondHalf,SavedShot,Successful,Fulham,Josh King,96.1,64.4,1,0,leftfoot goalmouthy 52.4 assisted blockedy 56.9 deepboxleft relatedeventid 358 intentionalassist zone center lowleft oppositerelatedevent 417 regularplay goalmouthz 2.5 firsttouch blockedx 98.4,Left foot,Box,14.918780110987633,1.3063079442456638,0,0,0,1,0,0,1,0,0
10061,3,47,54.0,SecondHalf,MissedShots,Successful,Fulham,Raúl Jiménez,97.6,57.5,1,0,smallboxleft goalmouthy 59.0 goalmouthz 4.2 zone center rightfoot regularplay firsttouch,Right foot,SmallBox,7.874642849044014,1.2610933822524397,0,0,1,0,0,0,1,0,0
10136,3,54,28.0,SecondHalf,Goal,Successful,Brighton,Matt O'Riley,88.5,50.0,1,1,bigchance zone center lowleft leftfoot goalmouthy 53.9 boxcentre goalmouthz 8.2 penalty,Left foot,Box,11.5,0.0,1,0,0,1,1,0,0,0,0
10168,3,57,44.0,SecondHalf,MissedShots,Successful,Fulham,Alex Iwobi,73.9,76.5,1,0,assisted zone center relatedeventid 425 regularplay goalmouthz 65.3 misshigh goalmouthy 47.9 rightfoot outofboxcentre individualplay,Right foot,Box,37.19489212244068,0.7930025795511417,0,0,1,0,0,0,0,0,0
10278,3,64,54.0,SecondHalf,MissedShots,Successful,Brighton,Yankuba Minteh,89.7,40.2,1,0,goalmouthy 45.4 zone center boxcentre fastbreak misshigh leftfoot goalmouthz 77.8 volley firsttouch,Left foot,Box,14.217243052012577,0.7605276705858433,0,0,0,1,0,1,1,0,1
10438,3,75,46.0,SecondHalf,SavedShot,Successful,Brighton,Diego Gómez,74.9,46.0,1,0,goalmouthy 51.5 outofboxcentre lowcentre zone center assisted blockedy 48.6 blockedx 97.8 rightfoot oppositerelatedevent 565 individualplay relatedeventid 618 goalmouthz 5.1 regularplay,Right foot,Box,25.416726775885202,0.15803366164486032,0,0,1,0,0,0,0,0,0
10618,3,86,13.0,SecondHalf,MissedShots,Successful,Brighton,Lewis Dunk,96.2,58.7,1,0,fromcorner intentionalassist relatedeventid 720 firsttouch smallboxleft goalmouthz 18.1 goalmouthy 56.8 assisted head zone center,Head,SmallBox,9.493682109698009,1.1589890214331806,0,1,0,0,0,0,1,1,0
10655,3,88,59.0,SecondHalf,MissedShots,Successful,Brighton,Brajan Gruda,91.9,36.1,1,0,oneonone zone center blockedx 99.9 missleft blockedy 62.8 regularplay goalmouthz 6.9 boxright bigchance rightfoot relatedeventid 734 assisted goalmouthy 69.9 intentionalassist,Right foot,Box,16.0878836395593,1.043169305631745,1,0,1,0,0,0,0,0,0
10747,3,95,38.0,SecondHalf,SavedShot,Successful,Fulham,Emile Smith Rowe,79.7,57.0,1,0,blocked oppositerelatedevent 772 blockedy 54.9 zone center relatedeventid 753 assisted outofboxcentre rightfoot goalmouthz 19 blockedx 85.6 individualplay lowcentre goalmouthy 50.3 regularplay,Right foot,Box,21.47300631024915,0.3320594675428855,0,0,1,0,0,0,0,0,0
10753,3,96,1.0,SecondHalf,Goal,Successful,Fulham,Rodrigo Muniz,94.9,57.9,1,1,fromcorner goalmouthy 47.7 lowright smallboxleft bigchance leftfoot goalmouthz 2.5 zone center,Left foot,SmallBox,9.403190947758102,0.9975419164019244,1,0,0,1,0,0,0,1,0
10830,4,2,40.0,FirstHalf,SavedShot,Successful,West Ham,Jarrod Bowen,92.6,30.6,1,0,goalmouthz 5.1 regularplay relatedeventid 41 oppositerelatedevent 31 goalmouthy 47.5 boxright individualplay blockedy 46.0 assisted blockedx 98.4 zone center lowright rightfoot,Right foot,Box,20.763429389192915,1.2063887376496938,0,0,1,0,0,0,0,0,0
10836,4,3,22.0,FirstHalf,MissedShots,Successful,West Ham,El Hadji Malick Diouf,73.7,50.7,1,0,volley misshigh fromcorner goalmouthy 46.6 outofboxcentre firsttouch individualplay leftfoot goalmouthz 66.7 zone center,Left foot,Box,26.30931394012394,0.026609687246924703,0,0,0,1,0,1,1,1,0
10881,4,5,53.0,FirstHalf,SavedShot,Successful,Sunderland,Habib Diarra,89.5,33.4,1,0,bigchance blockedx 94.6 relatedeventid 65 blockedy 42.4 oneonone firsttouch goalmouthz 17.7 oppositerelatedevent 64 lowcentre zone center boxright goalmouthy 48.7 rightfoot assisted regularplay,Right foot,Box,19.642046736529267,1.0068004097664383,1,0,1,0,0,0,1,0,0
10888,4,6,35.0,FirstHalf,MissedShots,Successful,Sunderland,Dan Ballard,97.3,61.2,1,0,goalmouthz 8.3 goalmouthy 69.6 relatedeventid 69 head assisted smallboxleft firsttouch fromcorner intentionalassist zone center missleft,Head,SmallBox,11.520850663036999,1.3342385172508806,0,1,0,0,0,0,1,1,0
11232,4,25,58.0,FirstHalf,SavedShot,Successful,West Ham,El Hadji Malick Diouf,85.2,57.9,1,0,regularplay intentionalassist blockedy 50 boxcentre assisted firsttouch goalmouthz 19 oppositerelatedevent 227 zone center relatedeventid 294 savedoffline goalmouthy 47.7 leftfoot blocked lowright blockedx 96.7 sixyardblock,Left foot,Box,16.776471619503305,0.49030795737540406,0,0,0,1,0,0,1,0,0
11250,4,26,34.0,FirstHalf,SavedShot,Successful,West Ham,Niclas Füllkrug,92.3,57.3,1,0,assisted blocked goalmouthz 19 blockedy 56.5 zone center lowcentre goalmouthy 51.2 intentionalassist boxcentre relatedeventid 308 oppositerelatedevent 255 rightfoot blockedx 93.3 firsttouch regularplay,Right foot,Box,10.61037228376083,0.75873781502285,0,0,1,0,0,0,1,0,0
11272,4,28,1.0,FirstHalf,SavedShot,Successful,West Ham,Jarrod Bowen,79.8,58.6,1,0,blockedy 57.6 relatedeventid 320 goalmouthy 53.3 blockedx 83.7 lowleft leftfoot zone center regularplay oppositerelatedevent 238 outofboxcentre goalmouthz 19 assisted blocked firsttouch intentionalassist,Left foot,Box,21.954498400100153,0.4024994463515049,0,0,0,1,0,0,1,0,0
11469,4,41,35.0,FirstHalf,SavedShot,Successful,West Ham,Guido Rodríguez,79.3,53.6,1,0,individualplay volley regularplay oppositerelatedevent 330 outofboxcentre lowleft rightfoot blocked blockedx 89.0 goalmouthz 19 goalmouthy 53.2 blockedy 53.4 zone center,Right foot,Box,21.010711553871758,0.17219081452293908,0,0,1,0,0,1,0,0,0
11484,4,43,21.0,FirstHalf,SavedShot,Successful,Sunderland,Eliezer Mayenda,91.7,40.9,1,0,rightfoot blockedy 41.9 boxcentre fromcorner blockedx 92.7 oppositerelatedevent 466 lowcentre blocked goalmouthy 49.4 goalmouthz 19 zone center,Right foot,Box,12.31665539016173,0.8313428192055683,0,0,1,0,0,0,0,1,0
11489,4,43,54.0,FirstHalf,SavedShot,Successful,Sunderland,Dan Ballard,95.8,62.6,1,0,goalmouthy 54.0 zone center blockedy 53.1 lowleft blockedx 99.4 intentionalassist assisted firsttouch goalmouthz 12.7 head oppositerelatedevent 468 relatedeventid 340 fromcorner smallboxleft,Head,SmallBox,13.281566172707196,1.2490457723982542,0,1,0,0,0,0,1,1,0
11567,4,47,38.0,SecondHalf,MissedShots,Successful,Sunderland,Simon Adingra,87.5,57.9,1,0,rightfoot zone center regularplay firsttouch bigchance goalmouthy 36.0 goalmouthz 15.3 boxcentre volley missright,Right foot,Box,14.787156589419075,0.5636171943748489,1,0,1,0,0,1,1,0,0
11664,4,57,30.0,SecondHalf,MissedShots,Successful,Sunderland,Dan Ballard,97.6,59.7,1,0,goalmouthy 51.9 goalmouthz 79.2 relatedeventid 426 zone center firsttouch smallboxleft assisted intentionalassist head misshigh fromcorner,Head,SmallBox,9.99249718538865,1.3282448433677054,0,1,0,0,0,0,1,1,0
11693,4,59,20.0,SecondHalf,MissedShots,Successful,Sunderland,Habib Diarra,78.4,50.7,1,0,individualplay assisted regularplay outofboxcentre leftfoot goalmouthz 62.5 misshigh relatedeventid 444 goalmouthy 47.2 zone center,Left foot,Box,21.611339616044162,0.03239606936537208,0,0,0,1,0,0,0,0,0
11715,4,60,42.0,SecondHalf,Goal,Successful,Sunderland,Eliezer Mayenda,90.2,44.3,1,1,regularplay relatedeventid 461 assisted lowleft head zone center firsttouch goalmouthz 15.8 intentionalassist boxcentre goalmouthy 54.3,Head,Box,11.337107214805723,0.5268046078390565,0,1,0,0,0,0,1,0,0
