id,date,time,home_team,away_team,fthg,ftag,ftr,hthg,htag,htr,referee,hs,as_,hst,ast,hf,af,hc,ac,hy,ay,hr,ar,b365h,b365d,b365a,bwh,bwd,bwa,maxh,maxd,maxa,avgh,avgd,avga,total_goals,goal_diff,implied_prob_h,implied_prob_d,implied_prob_a,kickoff,home_win,home_goals_for_last5,home_goals_against_last5,home_points_last5,home_pass_accuracy_last5,home_progressive_passes_last5,home_progressive_pass_rate_last5,home_shots_last5,home_shots_on_target_last5,home_shot_accuracy_last5,home_conversion_rate_last5,home_big_chances_last5,home_big_chance_rate_last5,home_assisted_shot_rate_last5,home_touches_last5,home_touches_per_shot_last5,home_avg_shot_distance_last5,home_avg_shot_angle_last5,home_avg_score_diff_before_shot_last5,away_goals_for_last5,away_goals_against_last5,away_points_last5,away_pass_accuracy_last5,away_progressive_passes_last5,away_progressive_pass_rate_last5,away_shots_last5,away_shots_on_target_last5,away_shot_accuracy_last5,away_conversion_rate_last5,away_big_chances_last5,away_big_chance_rate_last5,away_assisted_shot_rate_last5,away_touches_last5,away_touches_per_shot_last5,away_avg_shot_distance_last5,away_avg_shot_angle_last5,away_avg_score_diff_before_shot_last5,ref_avg_yellows_last10,ref_avg_fouls_last10,ref_avg_goals_last10,ref_home_win_rate_last10,b365_home_prob,b365_draw_prob,b365_away_prob,bw_home_prob,bw_draw_prob,bw_away_prob,max_home_prob,max_draw_prob,max_away_prob,avg_home_prob,avg_draw_prob,avg_away_prob,odds_gap_home_away,implied_prob_sum_b365,market_favorite_strength,market_entropy_b365,home_odds_dispersion,away_odds_dispersion,goals_for_diff_last5,goals_against_diff_last5,points_diff_last5,pass_accuracy_diff_last5,progressive_pass_rate_diff_last5,shots_diff_last5,shots_on_target_diff_last5,shot_accuracy_diff_last5,conversion_rate_diff_last5,big_chances_diff_last5,big_chance_rate_diff_last5,assisted_shot_rate_diff_last5,touches_per_shot_diff_last5,avg_shot_distance_diff_last5,avg_shot_angle_diff_last5,avg_score_diff_before_shot_diff_last5,result_code
21,30/08/2025,12:30,Chelsea,Fulham,2,0,H,1,0,H,R Jones,13,11,6,3,11,17,6,4,2,2,0,0,1.55,4.33,5.25,1.55,4.5,5.25,1.57,4.5,6.0,1.55,4.35,5.6,2.0,2,0.645,0.231,0.19,2025-08-30 12:30:00,1,2.5,0.5,2.0,0.8634945356633758,80.5,0.1308603030463017,15.5,10.0,0.6491228070175439,0.20833333333333334,5.0,0.38596491228070173,0.5548245614035088,741.5,50.00219298245614,14.595003187451322,0.6228524025674591,0.8530701754385965,1.0,1.0,1.0,0.809784573122244,76.5,0.16290302175956048,10.5,6.5,0.5714285714285714,0.14285714285714285,2.0,0.17857142857142855,0.6785714285714286,601.0,63.92857142857143,13.516003128335681,0.5519455595137202,0.0,1.0,18.0,3.0,1.0,0.6451612903225806,0.23094688221709006,0.19047619047619047,0.6451612903225806,0.2222222222222222,0.19047619047619047,0.6369426751592356,0.2222222222222222,0.16666666666666666,0.6451612903225806,0.2298850574712644,0.17857142857142858,3.7,1.0665843630158611,0.6048853824355068,0.9430288405379055,0.010000000000000009,0.3570714214271425,1.5,-0.5,1.0,0.053709962541131806,-0.03204271871325878,5.0,3.5,0.07769423558897248,0.0654761904761905,3.0,0.20739348370927319,-0.12374686716791983,-13.926378446115294,1.079000059115641,0.07090684305373895,0.8530701754385965,0
22,30/08/2025,15:00,Man United,Burnley,3,2,H,1,0,H,S Barrott,26,6,6,3,9,9,7,1,1,5,0,0,1.33,5.25,8.0,1.36,5.25,8.25,1.4,5.5,9.0,1.35,5.15,8.28,5.0,1,0.752,0.19,0.125,2025-08-30 15:00:00,1,0.5,1.0,0.5,0.8101851851851851,79.0,0.16605750487329435,16.0,9.5,0.5409090909090909,0.0,1.0,0.1,0.8363636363636364,626.0,44.24545454545454,16.65720125115082,0.47205629058307463,-0.7090909090909091,1.0,1.5,1.5,0.7480007572889058,78.0,0.21418780764861794,10.5,5.0,0.4642857142857143,0.14285714285714285,1.0,0.14285714285714285,0.8571428571428571,522.5,59.92857142857143,18.892112022179813,0.3947663436285108,-0.28571428571428575,6.0,31.0,2.0,0.0,0.7518796992481203,0.19047619047619047,0.125,0.7352941176470588,0.19047619047619047,0.12121212121212122,0.7142857142857143,0.18181818181818182,0.1111111111111111,0.7407407407407407,0.1941747572815534,0.12077294685990339,6.67,1.0673558897243107,0.7044320516583504,0.805521796063968,0.029439202887759416,0.43037774106010646,-0.5,-0.5,-1.0,0.062184427896279315,-0.0481303027753236,5.5,4.5,0.0766233766233766,-0.14285714285714285,0.0,-0.042857142857142844,-0.020779220779220675,-15.683116883116888,-2.234910771028993,0.07728994695456382,-0.42337662337662335,0
23,30/08/2025,15:00,Sunderland,Brentford,2,1,H,0,0,D,A Taylor,12,7,3,4,11,12,3,4,3,2,0,0,3.0,3.3,2.4,2.9,3.3,2.45,3.0,3.35,2.54,2.92,3.27,2.46,3.0,1,0.333,0.303,0.417,2025-08-30 15:00:00,1,1.5,1.0,1.5,0.79228255404726,82.5,0.17140522875816994,9.5,6.0,0.6333333333333333,0.15,2.0,0.2111111111111111,0.7388888888888889,649.0,69.35,15.170055432257596,0.42473485754474044,-0.40555555555555556,1.0,1.5,1.5,0.717061824729892,86.0,0.3040216086434574,9.5,5.5,0.5777777777777777,0.10555555555555556,1.5,0.1611111111111111,0.6277777777777778,467.0,48.90555555555556,13.684127796175627,0.5350367216668588,-0.7111111111111112,4.5,19.5,4.0,0.5,0.3333333333333333,0.30303030303030304,0.4166666666666667,0.3448275862068966,0.30303030303030304,0.4081632653061224,0.3333333333333333,0.29850746268656714,0.39370078740157477,0.3424657534246575,0.3058103975535168,0.4065040650406504,-0.6000000000000001,1.053030303030303,0.3956834532374101,1.089417478132513,0.052599112793531716,0.0579511288357124,0.5,-0.5,0.0,0.075220729317368,-0.13261637988528746,0.0,0.5,0.05555555555555558,0.04444444444444444,0.5,0.05000000000000002,0.11111111111111116,20.444444444444436,1.4859276360819695,-0.11030186412211834,0.3055555555555557,0
24,30/08/2025,15:00,Tottenham,Bournemouth,0,1,A,0,1,A,S Hooper,5,20,1,6,17,13,0,8,2,4,0,0,1.73,4.2,4.2,1.72,4.0,4.5,1.76,4.25,4.5,1.73,4.06,4.29,1.0,-1,0.578,0.238,0.238,2025-08-30 15:00:00,0,2.5,0.0,3.0,0.8119006422475732,93.5,0.21159955814931036,14.0,7.0,0.5104166666666667,0.17708333333333331,2.5,0.1875,0.6666666666666667,606.0,43.42708333333333,14.543175542816119,0.5231186756707349,1.6875,1.5,2.0,1.5,0.7477204459377633,80.0,0.20145262208080544,12.0,7.5,0.6214285714285714,0.13571428571428573,2.5,0.22142857142857142,0.8642857142857143,587.5,49.43571428571428,16.84653658175572,0.46063273525650705,-0.04285714285714287,5.0,30.5,3.0,0.0,0.5780346820809249,0.23809523809523808,0.23809523809523808,0.5813953488372093,0.25,0.2222222222222222,0.5681818181818182,0.23529411764705882,0.2222222222222222,0.5780346820809249,0.24630541871921185,0.2331002331002331,2.47,1.054225158271401,0.5483028720626633,1.0015661508988871,0.017320508075688787,0.1517399090549351,1.0,-2.0,1.5,0.06418019630980987,0.01014693606850492,2.0,-0.5,-0.1110119047619047,0.04136904761904758,0.0,-0.03392857142857142,-0.19761904761904758,-6.008630952380955,-2.3033610389396024,0.062485940414227836,1.730357142857143,2
25,30/08/2025,15:00,Wolves,Everton,2,3,A,1,2,A,M Oliver,12,10,4,4,15,10,2,2,0,1,0,0,2.7,3.2,2.75,2.65,3.2,2.75,2.75,3.3,2.8,2.66,3.19,2.74,5.0,-1,0.37,0.312,0.364,2025-08-30 15:00:00,0,0.0,2.5,0.0,0.7615910917681193,88.0,0.22811007207878348,7.5,4.5,0.5833333333333333,0.0,0.0,0.0,0.7222222222222222,535.0,73.11111111111111,17.364439441405707,0.4159766198759466,-1.5833333333333335,1.0,0.5,1.5,0.7603950045207957,91.0,0.2173513788426763,9.0,4.0,0.4675324675324675,0.09090909090909091,1.5,0.16233766233766234,0.6688311688311688,578.5,68.38311688311688,15.293662710763044,0.5914017675866929,0.37662337662337664,0.5,19.5,4.5,0.5,0.37037037037037035,0.3125,0.36363636363636365,0.37735849056603776,0.3125,0.36363636363636365,0.36363636363636365,0.30303030303030304,0.35714285714285715,0.37593984962406013,0.31347962382445144,0.36496350364963503,0.04999999999999982,1.046506734006734,0.3539111200482606,1.0958193402300593,0.04546060565661953,0.02708012801545306,-1.0,2.0,-1.5,0.0011960872473236739,0.010758693236107175,-1.5,0.5,0.11580086580086574,-0.09090909090909091,-1.5,-0.16233766233766234,0.053391053391053434,4.72799422799423,2.070776730642663,-0.17542514771074635,-1.9599567099567101,2
26,30/08/2025,17:30,Leeds,Newcastle,0,0,D,0,0,D,P Bankes,10,8,1,2,10,15,5,5,1,1,0,0,3.5,3.4,2.1,3.25,3.5,2.15,3.5,3.6,2.2,3.37,3.49,2.12,0.0,0,0.286,0.294,0.476,2025-08-30 17:30:00,0,0.5,2.5,1.5,0.7755628517823641,64.5,0.15623045653533457,12.0,8.5,0.8333333333333333,0.023809523809523808,1.5,0.07142857142857142,0.7857142857142857,550.5,86.07142857142857,17.539817978776682,0.44595992733602885,0.047619047619047616,1.0,1.5,0.5,0.7317996819492736,74.0,0.19508908115684215,13.0,8.0,0.6125,0.1,3.0,0.2625,0.7875,529.5,40.9875,17.824534754375904,0.4620580727655291,-0.3625,4.0,20.5,3.0,0.5,0.2857142857142857,0.29411764705882354,0.47619047619047616,0.3076923076923077,0.2857142857142857,0.46511627906976744,0.2857142857142857,0.2777777777777778,0.45454545454545453,0.29673590504451036,0.28653295128939826,0.4716981132075471,-1.4,1.0560224089635852,0.4509283819628648,1.0688531502594694,0.12013880860626733,0.04349329450233299,-0.5,1.0,1.0,0.043763169833090476,-0.038858624621507576,-1.0,0.5,0.22083333333333321,-0.0761904761904762,-1.5,-0.1910714285714286,-0.0017857142857142794,45.08392857142857,-0.2847167755992217,-0.016098145429500277,0.4101190476190476,1
27,31/08/2025,14:00,Brighton,Man City,2,1,H,0,1,A,D England,12,12,7,3,16,14,3,2,2,2,0,0,3.8,3.9,1.9,3.9,3.9,1.83,4.0,4.0,1.91,3.78,3.84,1.85,3.0,1,0.263,0.256,0.526,2025-08-31 14:00:00,1,0.5,1.5,0.5,0.8482185253543749,80.5,0.164110790422277,11.5,6.5,0.5576923076923077,0.05,2.5,0.2153846153846154,0.7346153846153847,642.0,56.36538461538461,17.518001814351422,0.4339540229714759,-0.37692307692307686,2.0,1.0,1.5,0.8701886836215194,68.5,0.11714881304433543,12.5,7.5,0.6166666666666667,0.13333333333333333,2.5,0.2,0.7,749.0,62.1,16.475050448693437,0.5234445176412149,0.09999999999999998,5.0,22.0,0.0,0.0,0.2631578947368421,0.25641025641025644,0.5263157894736842,0.25641025641025644,0.25641025641025644,0.5464480874316939,0.25,0.25,0.5235602094240838,0.2645502645502646,0.2604166666666667,0.5405405405405405,-1.9,1.0458839406207827,0.5032258064516129,1.03742210562604,0.10132456102380452,0.038622100754188135,-1.5,0.5,-1.0,-0.021970158267144435,0.04696197737794157,-1.0,-1.0,-0.05897435897435899,-0.08333333333333333,0.0,0.015384615384615385,0.034615384615384714,-5.734615384615388,1.0429513656579843,-0.08949049466973902,-0.47692307692307684,0
28,31/08/2025,14:00,Nottingham Forest,West Ham,0,3,A,0,0,D,C Pawson,11,12,3,8,14,6,9,7,0,0,0,0,1.67,3.75,5.25,1.72,3.7,4.8,1.73,3.85,5.5,1.69,3.74,5.03,3.0,-3,0.599,0.267,0.19,2025-08-31 14:00:00,0,2.0,1.0,2.0,0.8032734077800957,93.5,0.18215425205546693,10.0,4.5,0.4292929292929293,0.1919191919191919,3.0,0.29292929292929293,0.7424242424242424,654.0,66.45454545454545,16.510450894877067,0.4346172624028669,0.47474747474747475,0.5,4.0,0.0,0.8387920489296636,83.5,0.16267584097859328,12.0,8.5,0.7083333333333334,0.041666666666666664,0.5,0.041666666666666664,0.7083333333333334,654.5,54.541666666666664,16.103233422385173,0.4482401603069569,-1.9166666666666665,2.0,24.0,0.0,0.0,0.5988023952095809,0.26666666666666666,0.19047619047619047,0.5813953488372093,0.27027027027027023,0.20833333333333334,0.5780346820809249,0.2597402597402597,0.18181818181818182,0.591715976331361,0.267379679144385,0.19880715705765406,3.58,1.055945252352438,0.5670771224886585,0.9781596146424526,0.027537852736430536,0.2996108587262262,1.5,-3.0,2.0,-0.03551864114956793,0.019478411076873647,-2.0,-4.0,-0.2790404040404041,0.15025252525252525,2.5,0.25126262626262624,0.03409090909090906,11.912878787878789,0.4072174724918938,-0.013622897904089992,2.3914141414141414,2
29,31/08/2025,16:30,Liverpool,Arsenal,1,0,H,0,0,D,C Kavanagh,9,11,3,1,7,10,3,8,2,2,0,0,2.2,3.5,3.2,2.15,3.6,3.2,2.25,3.6,3.25,2.2,3.49,3.17,1.0,1,0.455,0.286,0.312,2025-08-31 16:30:00,1,3.5,2.0,3.0,0.8091774709251256,93.5,0.1854760315285244,12.0,8.5,0.8157894736842105,0.4052631578947368,2.0,0.17894736842105263,0.8947368421052632,671.0,81.36842105263158,18.0552517067721,0.4330769450905705,0.3684210526315789,3.0,0.0,3.0,0.8129900452403659,79.5,0.18263155174924717,13.5,7.5,0.5833333333333333,0.19444444444444445,2.0,0.1388888888888889,0.6111111111111112,642.0,49.611111111111114,16.494268147822776,0.6196439534781698,1.5833333333333333,2.0,18.0,1.5,0.5,0.45454545454545453,0.2857142857142857,0.3125,0.46511627906976744,0.2777777777777778,0.3125,0.4444444444444444,0.2777777777777778,0.3076923076923077,0.45454545454545453,0.28653295128939826,0.31545741324921134,1.0,1.0527597402597402,0.4317656129529684,1.0771064422966472,0.04082482904638634,0.033166247903554005,0.5,2.0,0.0,-0.0038125743152402913,0.002844479779277237,-1.5,1.0,0.23245614035087725,0.21081871345029238,0.0,0.04005847953216374,0.283625730994152,31.75730994152046,1.5609835589493244,-0.18656700838759932,-1.2149122807017543,0
30,31/08/2025,19:00,Aston Villa,Crystal Palace,0,3,A,0,1,A,S Attwell,13,6,4,4,7,14,10,1,2,3,0,0,1.85,3.7,4.0,1.93,3.5,4.0,1.95,3.75,4.2,1.88,3.56,4.07,3.0,-3,0.541,0.27,0.25,2025-08-31 19:00:00,0,0.0,0.5,0.5,0.7747881529113648,86.5,0.1958370798252545,10.0,6.5,0.7941176470588236,0.0,1.0,0.19607843137254902,0.8529411764705883,630.5,102.2843137254902,15.673463316072372,0.4470764874912425,-0.5,0.5,0.5,1.0,0.7314559724312912,71.5,0.22062067463811336,9.5,6.0,0.6136363636363636,0.0625,1.5,0.17045454545454547,0.6647727272727273,474.0,52.21022727272727,19.921921203477066,0.44600023194026106,0.1875,7.0,22.0,2.0,1.0,0.5405405405405405,0.27027027027027023,0.25,0.5181347150259068,0.2857142857142857,0.25,0.5128205128205129,0.26666666666666666,0.23809523809523808,0.5319148936170213,0.2808988764044944,0.24570024570024568,2.15,1.0608108108108107,0.5095541401273885,1.0325434377922298,0.04573474244670744,0.09429563439877099,-0.5,0.0,-0.5,0.04333218048007359,-0.024783594812858856,0.5,0.5,0.18048128342245995,-0.0625,-0.5,0.025623885918003547,0.18816844919786102,50.07408645276292,-4.248457887404694,0.001076255550981453,-0.6875,2
31,13/09/2025,12:30,Arsenal,Nottingham Forest,3,0,H,1,0,H,D England,16,5,5,1,8,11,8,4,1,1,0,0,1.38,5.0,8.0,1.39,4.8,8.0,1.42,5.0,9.0,1.38,4.85,8.16,3.0,3,0.725,0.2,0.125,2025-09-13 12:30:00,1,2.0,0.3333333333333333,2.0,0.8072001761456454,76.0,0.17771543839244217,12.666666666666666,7.666666666666667,0.6313131313131314,0.12962962962962962,1.3333333333333333,0.0925925925925926,0.5589225589225589,607.0,49.34680134680135,17.04292265147477,0.5427086861058824,0.9949494949494949,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.8101241063052987,89.66666666666667,0.16729746557612782,10.333333333333334,5.666666666666667,0.5286195286195287,0.12794612794612795,2.3333333333333335,0.2255892255892256,0.7373737373737373,681.6666666666666,66.63636363636364,16.586776337284416,0.4325575167832308,0.16498316498316498,4.5,26.0,1.5,0.5,0.7246376811594204,0.2,0.125,0.7194244604316548,0.20833333333333334,0.125,0.7042253521126761,0.2,0.1111111111111111,0.7246376811594204,0.2061855670103093,0.12254901960784313,6.62,1.0496376811594204,0.6903693476009666,0.8251050521342311,0.01892969448600093,0.4793050524804984,0.6666666666666667,-1.3333333333333335,0.6666666666666667,-0.0029239301596533096,0.010417972816314347,2.333333333333332,2.0,0.10269360269360273,0.0016835016835016758,-1.0000000000000002,-0.132996632996633,-0.17845117845117842,-17.28956228956229,0.45614631419035234,0.11015116932265162,0.8299663299663299,0
32,13/09/2025,15:00,Bournemouth,Brighton,2,1,H,1,0,H,P Bankes,13,6,5,2,16,10,4,4,4,4,0,0,2.35,3.5,2.9,2.4,3.5,2.8,2.43,3.65,3.0,2.38,3.5,2.87,3.0,1,0.426,0.286,0.345,2025-09-13 15:00:00,1,1.3333333333333333,1.3333333333333333,2.0,0.7223758796211595,83.66666666666667,0.22566720990125985,14.666666666666666,8.666666666666666,0.5976190476190476,0.10714285714285715,2.6666666666666665,0.1976190476190476,0.7928571428571428,566.6666666666666,41.707142857142856,16.81034862841254,0.44753491040458676,0.2714285714285714,1.0,1.3333333333333333,1.3333333333333333,0.8122833433532608,79.33333333333333,0.1851200746374669,11.666666666666666,7.666666666666667,0.6495726495726496,0.08888888888888889,2.6666666666666665,0.22692307692307692,0.7397435897435898,587.0,50.82692307692307,17.16494865045667,0.4391983621504578,-0.3346153846153846,3.3333333333333335,22.0,2.0,0.3333333333333333,0.425531914893617,0.2857142857142857,0.3448275862068966,0.4166666666666667,0.2857142857142857,0.35714285714285715,0.4115226337448559,0.273972602739726,0.3333333333333333,0.42016806722689076,0.2857142857142857,0.3484320557491289,0.5499999999999998,1.0560737868147994,0.40293767368003175,1.0854092287271155,0.033665016461206954,0.08301606270274853,0.33333333333333326,0.0,0.6666666666666667,-0.08990746373210134,0.040547135263792944,3.0,0.9999999999999991,-0.05195360195360199,0.01825396825396826,0.0,-0.02930402930402931,0.053113553113553036,-9.119780219780218,-0.3546000220441279,0.00833654825412894,0.606043956043956,0
33,13/09/2025,15:00,Crystal Palace,Sunderland,0,0,D,0,0,D,T Bramall,14,6,6,0,10,8,5,3,1,1,0,0,1.65,3.75,5.75,1.68,3.7,5.25,1.71,4.1,6.0,1.66,3.76,5.42,0.0,0,0.606,0.267,0.174,2025-09-13 15:00:00,0,1.3333333333333333,0.3333333333333333,1.6666666666666667,0.7643363440804077,74.0,0.21099630736392025,8.333333333333334,5.666666666666667,0.6868686868686869,0.20833333333333334,2.3333333333333335,0.33585858585858586,0.6654040404040403,505.0,66.30681818181819,17.581995385733013,0.5767756930970386,0.6805555555555557,1.6666666666666667,1.0,2.0,0.7890579345822313,86.66666666666667,0.18311073221559157,10.333333333333334,6.0,0.5888888888888889,0.15555555555555556,2.0,0.1962962962962963,0.6314814814814814,633.6666666666666,62.98333333333333,15.790730147873859,0.43494326064547356,-0.3259259259259259,6.0,29.0,1.0,1.0,0.6060606060606061,0.26666666666666666,0.17391304347826086,0.5952380952380952,0.27027027027027023,0.19047619047619047,0.5847953216374269,0.24390243902439027,0.16666666666666666,0.6024096385542169,0.26595744680851063,0.18450184501845018,4.1,1.0466403162055338,0.5790533736153071,0.9629750574992161,0.026457513110645932,0.3353108010985231,-0.3333333333333335,-0.6666666666666667,-0.33333333333333326,-0.024721590501823543,0.02788557514832868,-2.0,-0.33333333333333304,0.09797979797979794,0.052777777777777785,0.3333333333333335,0.13956228956228955,0.03392255892255891,3.32348484848486,1.7912652378591538,0.14183243245156502,1.0064814814814815,1
34,13/09/2025,15:00,Everton,Aston Villa,0,0,D,0,0,D,S Hooper,20,7,2,1,17,15,10,3,3,3,0,0,2.45,3.3,2.9,2.45,3.25,2.87,2.5,3.4,3.05,2.44,3.27,2.95,0.0,0,0.408,0.303,0.345,2025-09-13 15:00:00,0,1.6666666666666667,1.0,2.0,0.7497987886699354,94.33333333333333,0.22721550765550877,9.333333333333334,5.333333333333333,0.5783549783549784,0.1606060606060606,2.0,0.20822510822510823,0.7458874458874458,578.0,64.82207792207792,16.007280362121538,0.5816177627487352,0.5510822510822511,0.0,1.3333333333333333,0.3333333333333333,0.8026460268555856,86.0,0.17890845139658607,11.0,6.0,0.6576168929110106,0.0,1.3333333333333333,0.18200100553041731,0.8250377073906486,661.0,86.70236299648064,16.139208456789415,0.4361393805720531,-0.7948717948717948,5.333333333333333,30.333333333333332,2.3333333333333335,0.0,0.4081632653061224,0.30303030303030304,0.3448275862068966,0.4081632653061224,0.3076923076923077,0.3484320557491289,0.4,0.29411764705882354,0.3278688524590164,0.4098360655737705,0.3058103975535168,0.3389830508474576,0.44999999999999973,1.056021154543322,0.3865105008077544,1.0911224278953586,0.02708012801545317,0.07889866919029742,1.6666666666666667,-0.33333333333333326,1.6666666666666667,-0.05284723818565018,0.048307056258922704,-1.666666666666666,-0.666666666666667,-0.07926191455603215,0.1606060606060606,0.6666666666666667,0.026224102694690915,-0.07915026150320281,-21.88028507440272,-0.13192809466787736,0.14547838217668213,1.3459540459540458,1
35,13/09/2025,15:00,Fulham,Leeds,1,0,H,0,0,D,C Pawson,5,10,3,3,20,15,3,3,1,2,0,0,1.91,3.5,4.0,1.93,3.5,3.9,2.0,3.65,4.1,1.96,3.51,3.89,1.0,1,0.524,0.286,0.25,2025-09-13 15:00:00,1,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.8084153340465615,77.0,0.16537057345833872,10.666666666666666,6.0,0.5324675324675324,0.09523809523809523,2.0,0.17965367965367965,0.7251082251082251,604.3333333333334,61.13419913419913,13.979495095326193,0.5657971484484278,-0.30303030303030304,0.3333333333333333,1.6666666666666667,1.3333333333333333,0.7744165324566792,72.33333333333333,0.16905039285246493,11.333333333333334,7.0,0.6888888888888888,0.015873015873015872,1.3333333333333333,0.08095238095238096,0.8238095238095239,565.6666666666666,77.24761904761904,18.648961761279274,0.4127355721193246,-0.001587301587301591,1.0,22.0,1.5,0.0,0.5235602094240838,0.2857142857142857,0.25,0.5181347150259068,0.2857142857142857,0.25641025641025644,0.5,0.273972602739726,0.24390243902439027,0.5102040816326531,0.2849002849002849,0.2570694087403599,2.09,1.0592744951383695,0.4942630185348632,1.0425068220791298,0.039157800414902466,0.09844626283748222,0.3333333333333333,-0.3333333333333335,-0.6666666666666666,0.03399880158988233,-0.0036798193941262047,-0.6666666666666679,-1.0,-0.15642135642135635,0.07936507936507936,0.6666666666666667,0.09870129870129869,-0.09870129870129873,-16.11341991341991,-4.669466665953081,0.15306157632910317,-0.30144300144300146,0
36,13/09/2025,15:00,Newcastle,Wolves,1,0,H,1,0,H,C Kavanagh,16,8,4,3,10,17,10,4,1,4,0,0,1.42,4.75,7.0,1.43,4.6,7.25,1.44,4.8,8.5,1.43,4.62,7.45,1.0,1,0.704,0.211,0.143,2025-09-13 15:00:00,1,0.6666666666666666,1.0,0.6666666666666666,0.7631566702215721,85.0,0.18920808837764047,11.333333333333334,7.0,0.6166666666666667,0.06666666666666667,2.0,0.17500000000000002,0.8166666666666668,594.6666666666666,57.53333333333333,18.700096274603535,0.41303333514508456,-0.24166666666666667,0.6666666666666666,2.6666666666666665,0.0,0.7754393573459936,94.33333333333333,0.21421043132778364,9.0,6.0,0.6388888888888888,0.05555555555555555,0.6666666666666666,0.05555555555555555,0.7314814814814815,599.3333333333334,68.96296296296296,17.9118851017633,0.4318765385853838,-1.4444444444444446,2.6666666666666665,17.666666666666668,1.3333333333333333,0.6666666666666666,0.7042253521126761,0.21052631578947367,0.14285714285714285,0.6993006993006994,0.2173913043478261,0.13793103448275862,0.6944444444444444,0.20833333333333334,0.11764705882352941,0.6993006993006994,0.21645021645021645,0.1342281879194631,5.58,1.0576088107592927,0.6658656253129068,0.8625082167825822,0.008164965809277268,0.6595452979136459,0.0,-1.6666666666666665,0.6666666666666666,-0.012282687124421487,-0.02500234295014317,2.333333333333334,1.0,-0.022222222222222143,0.011111111111111113,1.3333333333333335,0.11944444444444446,0.08518518518518525,-11.42962962962963,0.788211172840235,-0.018843203440299217,1.202777777777778,0
37,13/09/2025,17:30,West Ham,Tottenham,0,3,A,0,0,D,J Gillett,7,14,4,5,8,7,2,13,0,1,1,0,3.4,3.6,2.1,3.3,3.5,2.1,3.5,3.75,2.12,3.36,3.56,2.1,3.0,-3,0.294,0.278,0.476,2025-09-13 17:30:00,0,1.3333333333333333,2.6666666666666665,1.0,0.8289986208550699,75.0,0.15394075673082688,12.0,8.333333333333334,0.6944444444444445,0.1111111111111111,1.6666666666666667,0.13888888888888887,0.7777777777777778,631.6666666666666,52.638888888888886,14.970212033675148,0.4703196204212355,-1.1388888888888888,1.6666666666666667,0.3333333333333333,2.0,0.80843785727658,101.33333333333333,0.21479037966097692,11.0,5.333333333333333,0.47361111111111115,0.11805555555555554,1.6666666666666667,0.125,0.6444444444444445,642.6666666666666,76.68472222222222,15.799727666718695,0.48079186512038025,0.7916666666666666,2.5,19.5,4.5,0.5,0.29411764705882354,0.2777777777777778,0.47619047619047616,0.30303030303030304,0.2857142857142857,0.47619047619047616,0.2857142857142857,0.26666666666666666,0.4716981132075471,0.2976190476190476,0.2808988764044944,0.47619047619047616,-1.2999999999999998,1.0480859010270773,0.4543429844097996,1.0669701155810554,0.08406346808612335,0.010000000000000009,-0.3333333333333335,2.333333333333333,-1.0,0.020560763578489905,-0.06084962293015003,1.0,3.000000000000001,0.22083333333333338,-0.006944444444444434,0.0,0.013888888888888867,0.1333333333333333,-24.045833333333334,-0.8295156330435471,-0.010472244699144762,-1.9305555555555554,2
38,13/09/2025,20:00,Brentford,Chelsea,2,2,D,1,0,H,S Attwell,7,16,4,6,13,9,5,6,3,2,0,0,4.5,3.9,1.73,4.4,3.9,1.75,4.8,4.1,1.75,4.54,3.92,1.73,4.0,0,0.222,0.256,0.578,2025-09-13 20:00:00,0,1.0,1.6666666666666667,1.0,0.7357731752494813,85.66666666666667,0.2757051274117895,8.666666666666666,5.333333333333333,0.6232804232804233,0.11798941798941798,1.6666666666666667,0.20264550264550263,0.608994708994709,493.0,58.55608465608466,13.423220321935178,0.5547433256708506,-0.47407407407407415,2.3333333333333335,0.3333333333333333,2.3333333333333335,0.8616478722604324,82.0,0.14090181819248396,14.666666666666666,10.666666666666666,0.7404408457040036,0.19017094017094016,4.333333333333333,0.33423301844354475,0.6519343229869546,730.3333333333334,51.488641475483576,14.832690065308133,0.5824540872376185,0.8251237067026541,6.0,21.5,2.5,0.5,0.2222222222222222,0.25641025641025644,0.5780346820809249,0.22727272727272727,0.25641025641025644,0.5714285714285714,0.20833333333333334,0.24390243902439027,0.5714285714285714,0.22026431718061673,0.25510204081632654,0.5780346820809249,-2.77,1.0566671607134035,0.5470357209650272,1.0015303204030102,0.17048949136725877,0.011547005383792526,-1.3333333333333335,1.3333333333333335,-1.3333333333333335,-0.1258746970109511,0.13480330921930553,-6.0,-5.333333333333333,-0.11716042242358027,-0.07218152218152218,-2.666666666666666,-0.13158751579804212,-0.04293961399224566,7.067443180601082,-1.4094697433729557,-0.027710761566767883,-1.2991977807767283,1
