mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_neg_mae,split1_test_neg_mae,split2_test_neg_mae,split3_test_neg_mae,split4_test_neg_mae,mean_test_neg_mae,std_test_neg_mae,rank_test_neg_mae,split0_test_neg_rmse,split1_test_neg_rmse,split2_test_neg_rmse,split3_test_neg_rmse,split4_test_neg_rmse,mean_test_neg_rmse,std_test_neg_rmse,rank_test_neg_rmse
0.0519773006439209,0.011380427139481048,0.003237295150756836,0.0013014964849394144,{},-6.2074083436247705,-4.521184765365414,-0.5291252924971976,-0.47002516840694586,0.005641822016301146,-2.344420349575605,2.529522690699002,1,-2.5832968491289585,-2.147354599847801,-1.840743287475439,-1.7573669589796583,-1.338916541124015,-1.933535647311174,0.4150002106232476,1,-3.2842283896457856,-3.0248503481124587,-2.2547780183962916,-2.1642374370895565,-1.6030927346701844,-2.4662373855828554,0.6102614924594267,1
